gene_id	MCL1.DG	MCL1.LA	MCL1.LB	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF
60904	6	8	7	3	6	4	6
60331	713	462	608	1158	596	381	974
86910	47996	86552	68608	63750	41142	72198	62983
31527	3	3	4	3	5	2	6
79330	1260	775	1500	1700	1199	885	1701
54621	321	277	390	213	512	411	161
68092	120	85	113	98	93	155	110
90585	3246	1519	2928	2520	1378	2049	2111
67131	28	16	18	16	15	22	16
65622	131	249	300	229	236	183	235
53779	2311	3380	2497	2280	5504	2646	3320
92976	46	122	214	160	211	282	248
85996	66	90	75	81	90	71	87
71067	209	116	98	225	308	87	107
69026	66	181	90	129	83	118	143
73351	3521	5236	3733	3481	2667	3725	2448
65449	27	30	25	19	21	16	38
49249	997	922	582	562	1188	754	749
70914	9	15	8	14	12	10	10
98659	844	610	359	533	456	780	554
78232	78	567	308	93	296	219	233
90446	0	1	0	0	2	1	2
27647	169	210	180	179	106	135	134
12393	14	2	9	9	19	24	28
40793	56	78	73	64	27	89	110
32505	4351	2307	4355	2241	4428	5046	3898
25356	20	20	19	18	16	9	14
31511	16	11	26	23	10	22	21
40940	3029	5299	5263	9740	6089	3751	5426
27908	176	132	232	163	150	90	130
76637	4959	5036	7879	8418	5774	6490	4846
28370	252	331	179	221	496	349	125
71855	23	32	35	33	62	23	27
12002	121	138	126	140	117	140	140
74078	1064	1660	2274	1661	2190	2129	2474
98225	1032	713	1046	1054	1549	691	894
87621	157	139	159	121	143	165	115
61978	282	196	128	246	242	155	152
51915	125	153	159	135	94	150	117
44254	77	39	47	42	43	36	53
30285	7012	5808	7367	3660	10518	6766	7752
75974	157	124	140	313	138	174	102
24151	12	15	18	19	12	13	3
31838	44	73	55	45	74	69	53
95743	623	395	1812	1137	1108	830	1494
66640	384	437	681	817	673	709	584
45629	73	108	79	127	76	104	156
69249	54	64	27	56	37	76	45
69967	154	123	109	117	140	110	251
70238	6	0	1	3	7	13	3
52598	2	16	36	13	18	18	57
23470	789	1297	1347	1381	751	1569	2679
99137	59	56	73	39	47	38	71
35879	444	344	352	401	247	236	352
52768	1944	4406	2942	4888	3069	3299	2654
98716	491	643	775	893	734	575	705
23082	180	153	172	244	160	143	165
98551	7762	18027	18008	15646	15138	10716	7767
26219	442	986	383	757	782	551	1140
71282	71	76	46	53	78	81	69
60134	746	687	871	700	615	858	692
50039	360	322	415	398	416	338	437
55681	31	30	29	34	32	18	16
71082	197	231	183	216	248	105	228
85532	95	150	93	126	47	67	127
51640	2	1	2	6	3	1	3
94244	107	167	54	121	111	189	176
12766	104	85	69	193	121	66	35
69180	42	68	78	62	92	41	90
75224	2	17	4	7	5	6	10
53618	32	83	92	59	58	103	81
88674	211	73	155	102	175	140	157
53476	244	132	222	287	109	202	109
77767	26	8	27	8	9	11	11
96993	549	829	510	569	692	479	338
94045	13	9	13	18	23	8	22
64950	74	52	77	104	108	47	82
55256	2425	2613	2407	3398	3649	2537	2473
52561	35	41	50	24	34	22	47
69361	56	59	23	50	37	77	59
62875	1428	887	1176	909	796	1552	886
94079	32	66	83	45	47	50	37
86456	57	142	70	54	65	63	53
89263	223	285	173	236	206	243	201
44765	2897	1260	803	885	2183	2205	1490
68232	0	1	2	2	3	4	0
51532	34	37	26	39	12	19	33
95351	13	25	15	11	34	27	6
89026	18	5	17	17	14	17	12
61558	30	37	20	18	23	32	27
46538	36	19	34	20	43	37	41
55209	204	322	231	393	337	156	228
35636	26	33	46	40	23	28	25
31027	186	175	50	234	143	200	248
82104	396	320	384	421	281	369	170
62739	32	26	36	23	65	30	21
78547	136	269	196	199	330	229	160
74509	5107	8454	10296	7888	12797	8369	13440
84402	360	273	221	402	487	321	209
69233	31	52	43	46	65	25	40
75239	78	60	114	238	139	150	94
76702	19	40	33	24	16	25	26
49295	251	233	232	345	226	222	166
88696	813	747	951	728	1076	1068	646
86863	19	47	13	26	32	34	14
15066	90	50	60	85	74	100	122
44625	1308	3132	4816	2857	4227	1914	1548
28606	64	70	29	93	45	39	33
74593	179	304	203	254	316	189	157
95078	18	12	6	19	12	24	12
87461	19	28	26	12	36	32	18
83388	23	69	49	70	38	51	56
51707	16493	17777	11419	9164	13883	12947	10572
70266	69	83	84	43	34	64	61
56593	50	75	64	54	35	40	65
83121	54	55	38	77	78	32	57
21517	101	86	90	104	185	130	141
22620	678	885	805	454	699	489	1359
66379	173	191	191	296	206	188	256
100151	9295	12484	11847	13287	8268	10845	3990
31696	236	195	197	242	279	270	258
100281	2062	2799	4208	1933	3163	2005	3222
59455	186	326	303	276	274	421	251
12680	453	501	768	543	444	396	527
66718	9	6	13	14	10	7	10
89985	97	150	173	207	192	171	214
37033	225	175	93	166	147	95	81
82071	81	76	141	115	107	82	87
14144	1	0	2	5	1	2	1
21852	1146	662	791	1013	669	1941	1308
94708	92	68	70	161	46	51	22
67809	86	82	73	58	42	98	72
52313	94	461	120	162	130	130	190
65336	130	111	157	68	71	100	63
11556	282	340	473	246	286	208	340
43471	12	16	16	13	7	17	17
49188	29	32	9	22	6	20	14
35457	182	731	702	661	411	250	443
89085	215	74	133	181	171	226	149
60702	84	95	135	87	104	79	50
84720	51	41	46	31	48	48	60
92637	36	27	33	18	18	35	25
17925	180	361	232	164	207	216	245
17059	1313	2119	1545	1599	1576	2088	1161
15497	14	31	9	20	25	20	18
63964	1903	5151	2136	2736	3285	4251	2878
34431	755	1035	718	761	745	1163	882
72414	53	40	64	74	50	60	66
22573	706	708	906	933	717	962	1117
88370	2	8	7	12	15	11	8
95641	4	8	1	8	5	3	6
30479	14	27	14	11	33	25	18
38990	52	68	91	76	70	52	58
16221	150	79	127	44	94	104	106
40446	65	62	51	66	46	62	63
18466	214	424	371	285	330	313	402
74182	3	2	1	2	2	1	4
95699	396	299	315	341	867	372	398
64339	0	14	5	5	4	11	15
55551	28	29	19	57	61	31	53
54173	25	68	53	82	102	81	77
95135	11	28	8	15	27	27	16
14772	12	9	19	23	15	9	19
67249	33	19	18	32	17	26	8
95016	74	113	147	229	153	181	98
95311	597	583	290	442	234	470	502
70971	600	693	317	876	366	538	276
59461	21	37	9	14	32	28	22
80535	16	25	31	18	8	53	27
17037	11	24	17	21	45	37	28
30148	405	422	479	695	509	356	253
62221	5	2	3	1	6	2	1
12658	2277	1440	3668	2008	1906	1322	2038
85564	116	61	72	49	33	83	76
57638	31	48	37	74	70	33	44
15985	230	269	279	285	340	242	338
84547	1068	1328	1166	1294	1454	1290	1600
75006	374	412	155	335	239	457	420
43428	1127	1306	1111	1621	1360	1824	1282
23852	230	172	217	145	179	177	281
43013	1974	1909	873	2452	2106	1474	2323
65443	1840	2439	2647	1090	939	1878	1960
73739	134	82	130	189	111	152	129
66170	2399	6265	8570	7394	4290	4817	5761
82768	286	292	255	185	346	134	82
67457	261	450	364	461	247	288	333
95916	23	10	25	33	33	15	23
49268	65	82	115	57	90	67	120
67174	438	625	595	1075	929	661	587
86712	6	12	11	16	8	20	13
36549	854	488	671	432	705	587	521
88063	341	286	295	317	198	317	265
63324	496	149	217	233	130	255	312
79269	3	1	0	3	2	2	0
56365	153	93	139	153	97	153	154
81325	865	1308	1033	1163	807	1100	946
12256	35	63	24	66	29	17	21
42153	153	71	267	123	203	195	109
84785	2	1	0	0	2	1	0
85237	660	658	1145	659	643	977	1111
55588	64	50	40	49	35	53	21
18180	818	530	1084	585	592	988	1120
27700	7	3	1	3	6	7	2
44448	596	643	335	545	689	1047	656
64278	97	105	63	75	66	89	88
89904	1009	795	749	1484	638	484	937
69649	16	15	24	27	23	41	31
40437	50	71	43	15	46	24	58
100997	16673	9911	15398	5619	21473	16368	16994
13710	32	40	35	24	14	22	29
21905	29	48	14	75	35	26	49
50773	105	48	39	97	89	119	102
37951	19	16	16	33	22	16	14
60934	2705	1483	2779	1951	2716	2183	1369
28104	2361	3593	5200	2979	6473	6834	5830
91022	42	34	29	46	30	29	56
43692	7	3	6	2	6	1	7
78968	852	1706	1858	1749	1138	1281	1977
55480	1828	1276	1910	1126	1060	1985	1326
70975	567	757	1051	397	967	789	908
68109	2030	2336	942	2565	2095	1997	910
23987	17	22	22	44	19	37	37
46116	78	81	143	86	84	110	94
93260	2	9	12	11	11	27	8
90375	7	10	6	7	7	13	19
59579	1090	1226	2529	1190	1384	2010	1346
82351	33	43	36	54	37	30	61
79139	12780	20222	8667	12718	18628	29375	19119
99445	134	175	126	135	220	213	317
51906	43	24	53	19	40	32	47
91450	559	912	380	773	874	590	899
100224	5915	9710	11515	8313	8832	14756	14337
57270	483	290	421	525	542	492	431
13422	10	11	14	8	21	15	23
20930	189	329	308	340	504	326	371
19476	1081	1624	3301	2600	1501	2964	1776
55367	58	60	81	31	42	41	65
23436	30	22	29	33	20	43	25
51058	1544	1270	832	955	1217	1423	1228
97689	193	213	115	192	213	154	203
76066	10	7	15	22	13	20	16
51829	56	122	53	49	31	42	51
60495	31	38	25	22	36	26	34
26121	236	143	300	324	290	233	245
19897	320	219	155	189	140	145	300
85801	1737	1728	1567	2494	1236	1407	1376
92305	944	714	297	424	649	907	420
27061	11	7	9	8	5	3	8
79874	417	414	276	321	286	108	398
45038	1532	719	992	1356	693	587	953
40322	352	457	321	262	395	252	495
67914	1069	911	1826	1192	916	958	1391
20813	45	60	64	44	39	60	36
58946	21	35	40	51	14	27	36
66688	1087	749	948	2074	1254	1076	910
55174	32	29	6	13	10	13	29
49069	4	8	2	2	3	4	0
57490	860	1230	1653	1443	861	1558	2274
17248	26	49	26	25	55	21	45
64593	96	227	199	220	204	166	139
63547	11	13	5	5	10	4	11
28878	8	14	7	9	23	7	10
98601	15	36	13	18	6	13	20
39123	59	40	42	84	109	86	83
30460	435	230	200	587	293	246	250
84605	1	1	0	2	2	0	1
75785	1128	968	750	859	746	1104	746
88224	14	13	5	11	19	4	9
20131	21	13	14	24	11	29	11
71412	310	507	759	442	615	791	640
56857	40	92	70	116	146	136	175
98561	9	5	7	7	3	6	14
44778	12038	2714	7283	7266	4834	4291	7086
57509	10	58	22	27	26	17	27
44734	188	319	247	294	259	257	108
81085	333	256	320	172	215	176	324
56218	1793	2789	2373	2118	1972	3432	1554
74844	89	47	70	46	75	42	51
13513	1673	1267	926	1046	994	1680	1768
15434	46	51	47	36	31	46	20
97077	1030	1432	1276	2271	1778	1956	1560
70302	35	20	35	50	35	42	31
94930	69	71	98	104	76	89	91
35430	6366	4838	9717	9244	6372	5683	6373
52165	450	913	587	333	704	1046	530
75680	175	239	244	140	283	233	186
59913	19040	8833	13612	28214	16243	22604	7543
50044	329	742	267	298	599	294	330
83985	41	27	33	31	25	29	25
15121	708	843	1130	818	716	698	541
49443	10	15	11	8	28	9	17
69033	1272	1521	1144	1005	1676	1297	853
57019	1374	1104	836	1972	1354	3130	1759
78250	49	79	46	81	72	63	50
94224	50	52	21	39	44	43	50
98453	203	224	259	286	199	121	196
80653	107	80	204	137	129	204	139
44681	25	18	21	26	13	18	25
52376	504	855	985	1192	991	748	918
94967	10	1	3	2	2	2	6
41902	56	43	58	56	85	105	114
18708	48	82	114	120	48	83	54
70362	113	121	78	60	143	119	40
76547	252	241	544	234	247	270	170
61845	22	21	33	22	40	19	31
56936	740	540	1282	918	678	996	1440
65000	46	124	150	92	105	160	101
90734	80	37	37	35	27	51	42
21700	24	9	10	20	8	13	15
86822	15	4	8	24	19	19	12
26291	269	359	563	404	285	190	291
52131	20	52	50	59	39	68	36
81936	99	197	142	172	99	164	111
32321	1784	1386	1505	1257	995	1551	879
49456	1405	1958	3350	3003	1185	1941	1411
48774	2701	2624	2867	4547	4006	3092	3445
78023	42	120	161	133	194	206	121
17071	21	21	11	17	16	21	12
81533	1005	2873	3795	3615	3910	2119	2396
83256	205	296	251	125	302	370	327
24140	993	1299	1281	1208	1238	1976	888
32469	75	146	187	196	163	207	82
59552	1046	2013	1227	1485	1164	2029	2173
44068	807	1087	681	426	399	573	562
78481	624	1209	1269	1192	1546	1697	1316
85749	286	282	354	327	563	423	209
25566	541	553	845	621	374	628	788
47368	222	313	187	232	394	323	286
78475	159	238	434	281	195	353	349
71537	984	1207	1276	1264	1168	1785	909
21847	69	97	67	216	83	98	86
80075	4746	4860	4464	7254	4948	3585	2985
48178	211	75	151	90	62	98	120
55645	813	612	1257	2467	1149	1136	894
45447	92	163	114	103	52	129	132
62957	68	102	64	67	62	58	70
97546	5511	6189	9489	12220	5091	6095	9218
23649	82	67	68	108	78	91	104
36899	13	8	22	4	7	17	14
60081	27	64	25	37	37	53	39
26040	92	120	81	100	117	177	87
41852	11370	11743	9529	6426	6970	12303	5962
22334	268	222	184	161	262	229	168
37987	1009	1684	1187	1297	1175	1774	872
67307	21	16	31	20	21	27	19
80247	478	243	245	298	189	388	336
73322	522	433	945	648	502	771	751
53293	5774	5265	8171	3930	6144	7921	4794
19193	23	105	40	100	107	75	108
49720	358	609	671	840	792	537	347
38729	260	330	158	324	327	197	343
15889	24	25	22	19	22	26	8
29710	124	129	165	132	126	230	97
44200	81	132	118	58	145	64	76
93776	2	2	2	2	2	0	1
29177	627	412	372	514	512	694	410
87169	360	994	787	1033	589	1116	1940
98013	63	72	38	77	53	115	69
71632	5	8	13	10	8	8	12
69681	1579	2375	2878	1915	3390	3387	2252
88202	394	144	213	266	269	206	178
30578	1304	2281	1498	1335	1575	1150	472
59532	2340	1691	2472	2108	2278	1333	2677
68084	80	60	67	121	56	57	65
56661	638	864	838	668	782	838	464
32398	182	83	146	62	97	103	67
39837	83	219	146	119	124	166	133
91414	134	208	158	312	254	436	216
100899	112	207	102	201	177	184	152
78988	1107	1446	1470	1456	720	2007	1155
70134	281	202	175	187	166	335	93
52069	120	132	184	138	219	101	105
75180	73	86	63	118	82	44	69
17310	271	346	230	452	362	383	414
69691	16	13	26	27	12	31	46
32269	64	44	31	57	50	60	92
71091	194	187	170	213	179	96	106
18909	39	45	60	43	42	63	57
13599	118	105	130	129	112	145	94
60481	35	74	45	50	20	19	51
19092	6997	7104	6832	3262	13693	7383	9433
42114	2480	2297	1147	3615	2915	2187	3641
13728	251	182	320	233	202	503	381
43336	165	260	138	283	46	92	125
74181	20954	10463	11619	11067	14146	24023	20639
90076	429	287	199	289	248	410	198
92346	116	116	95	119	103	193	206
62338	212	222	289	214	206	168	420
67339	521	173	212	416	524	181	404
47496	3452	2856	2012	1597	4416	2592	2432
38884	143	184	209	119	189	186	161
79076	14307	9488	14128	9989	5503	7902	4782
55260	14	18	18	41	21	25	15
73993	860	1280	1543	720	1225	976	1152
27990	19	22	18	10	19	15	22
44216	5310	4558	6187	5290	5038	5307	3503
23164	88	134	79	50	119	61	104
68001	75	186	134	137	113	90	154
80796	904	1130	828	585	765	1044	1257
84827	2245	3062	1591	1764	3460	912	2018
96496	9	12	34	21	14	15	9
18743	134	70	60	164	91	76	67
62576	13	13	9	33	38	21	15
19599	263	195	183	194	140	120	405
71534	112	161	125	186	51	139	96
94706	118	57	55	39	105	80	71
56832	32	14	67	65	44	32	37
69940	74	38	52	88	82	82	66
33750	19	37	25	30	44	49	43
60352	821	556	275	555	382	600	292
52755	3449	2495	2284	3233	4349	1983	1826
73071	2	4	1	5	7	1	2
33565	109	195	144	145	123	161	104
65916	52	49	55	128	29	67	51
98588	285	611	389	588	601	336	246
74317	22	29	25	17	28	16	25
72343	37	88	112	70	130	67	142
12744	15	8	28	20	13	5	26
12958	725	583	460	699	631	466	527
71605	201	274	435	131	235	186	233
98971	180	117	140	60	91	165	71
69817	339	328	391	370	389	255	304
47190	42	104	55	76	66	96	87
60382	16	9	8	7	7	5	2
60542	500	1675	713	383	1132	1434	1163
76059	251	301	449	289	201	313	188
31695	210	106	116	99	101	47	197
43865	1114	1952	2277	1639	2416	2479	1897
38827	3019	1112	2485	2267	1848	2296	2104
36271	23	17	9	10	17	32	6
15766	54	28	39	26	23	48	20
47653	4209	3519	2061	728	3202	3997	4764
77519	1923	3671	3212	1997	2346	1734	2062
92056	62	53	26	41	33	27	32
42045	15	17	10	19	23	19	5
82596	30	40	32	14	49	41	63
93252	47	72	60	58	54	35	67
40289	8	3	8	5	7	5	3
96316	193	171	125	91	137	110	210
57360	10	14	4	10	14	8	10
73295	4	7	20	20	5	7	10
56483	1316	1344	1618	1649	2875	1323	4527
36681	46	32	36	46	31	27	59
16496	144	154	104	167	141	130	212
98881	393	576	720	553	497	639	479
59986	928	775	916	374	463	1188	628
82754	79	41	52	86	94	66	76
50240	165	204	182	162	237	149	254
69894	27	33	30	25	16	52	42
39239	3084	13687	10077	15657	7049	8512	10026
67059	523	501	503	519	696	633	477
58454	4	3	16	9	22	7	14
96468	156	74	122	117	101	175	245
86085	448	424	455	909	797	452	978
71851	341	243	266	561	433	238	356
87003	8400	6300	5923	8929	6978	9047	5752
17837	3162	3009	1474	2878	1913	1389	1664
88135	35	139	104	130	217	63	76
35775	49	184	93	106	127	126	106
73445	4	10	13	4	12	13	13
19685	361	202	208	358	471	233	307
20245	155	328	421	343	234	467	232
40352	28282	22542	26562	30122	42238	12352	29911
42455	184	233	94	193	201	192	201
76268	2	4	4	3	1	2	1
48838	32	30	24	48	42	45	42
79004	172	191	136	213	381	276	116
80279	16	22	20	54	13	17	14
90916	15	22	21	27	52	33	34
14515	91	36	115	44	67	73	49
32527	322	283	231	219	163	454	461
83506	167	71	162	102	106	87	78
88656	20	11	32	19	46	14	28
57094	435	1797	1634	1825	944	1381	1258
15728	72	44	21	42	19	62	45
49533	50	15	41	62	78	75	49
64471	10	14	6	1	6	8	7
46945	52	30	28	50	21	10	33
30670	487	921	877	417	569	742	445
44621	5	5	12	7	11	15	9
73790	186	125	122	131	145	121	88
19899	628	622	779	434	977	959	956
42648	88	114	91	59	56	75	74
37755	307	468	472	643	432	580	499
59654	15	22	19	22	23	24	25
79551	2927	2748	1500	2895	2864	2048	1139
77735	1801	1633	2387	1240	2013	990	1617
87912	433	120	392	175	246	233	208
27586	1	2	8	3	2	4	6
20193	19	25	13	28	25	25	33
68830	1521	1469	1488	1111	1347	1398	1607
15246	5658	4928	5142	8056	4869	9581	3584
38835	204	468	234	266	349	206	249
42140	1709	2252	2106	3525	2375	1879	1756
78544	24	60	53	33	53	43	88
25712	108	44	181	136	180	108	121
49517	100	158	74	219	129	115	104
11635	255	806	468	540	829	1058	483
51143	13	8	4	9	2	5	6
34301	927	1152	742	1227	1315	1423	1160
40362	1477	6026	3613	5894	2289	5503	4295
65034	15	8	26	23	29	13	12
31957	14	9	30	23	26	29	13
44455	325	276	500	303	207	242	291
38174	33	54	42	52	27	24	41
73687	2	0	0	2	3	1	0
41163	1184	1064	1003	777	998	1087	914
17545	193	255	183	270	181	292	172
26238	59	28	59	75	40	102	61
89688	5113	9414	16673	10167	8887	8290	13740
100271	312	271	214	133	106	170	140
30149	58	14	30	32	29	30	35
52753	185	242	231	214	136	136	150
77156	14	66	59	51	20	24	29
76539	21	16	34	44	36	16	25
78233	346	458	367	457	327	434	362
70194	24	90	91	56	123	206	102
40064	45	45	86	66	34	83	67
90413	3281	6063	3822	5528	5738	3258	4810
68075	842	945	1188	819	1268	819	749
96642	791	985	863	616	644	928	847
16299	582	321	351	468	293	387	405
100530	195	414	479	820	439	371	542
57983	2034	1561	3476	1421	3289	4037	3596
20968	117	94	178	59	79	286	145
80848	6271	6217	1591	10044	4205	3190	6760
90122	29	23	18	16	20	20	19
76406	85	48	87	84	92	131	68
54374	12	8	9	5	15	12	4
59759	62	137	40	77	58	132	106
20652	758	605	390	596	509	249	303
11500	3031	2475	1970	1645	3103	1662	2521
80590	33	45	35	28	38	36	34
24400	140	130	228	176	170	187	145
58499	73	70	41	65	62	100	58
65172	28	22	27	37	45	43	23
22151	11	17	12	9	9	12	13
23741	276	187	65	105	151	136	285
100764	2	8	4	7	3	1	7
65672	208	199	180	151	147	226	100
84357	142	115	115	153	126	149	287
87709	27	48	35	44	35	36	60
25736	9	28	20	14	11	11	9
75611	3	10	9	23	12	14	24
31780	5528	5575	6904	6202	7340	6383	6472
46207	13	32	15	16	41	13	7
34360	2487	5726	4006	3567	3703	2097	4257
53611	274	513	559	415	343	345	597
25925	67	51	85	72	26	42	63
43003	19	15	10	16	19	26	12
25070	851	1248	1444	683	802	1093	2083
30591	3965	14350	7294	10600	6349	7306	8776
100072	22	27	20	30	9	19	22
14403	125	39	145	80	74	81	64
76305	979	1225	1605	833	1114	1117	889
50318	457	202	332	195	415	459	355
63958	7281	27797	15578	15015	30314	13895	19836
50352	53	68	113	85	90	68	55
51778	527	471	472	408	644	560	571
24160	10	7	14	12	13	16	5
83207	8842	8472	6973	18198	8193	8729	6862
19148	42	51	18	37	37	33	19
20173	1	3	2	1	0	2	6
74114	97	134	110	84	157	105	100
63359	155	96	91	102	81	137	128
62173	6152	9227	8350	7752	4883	10408	5742
82788	104	96	59	134	52	66	144
35768	229	170	115	214	139	181	176
34982	575	645	1688	866	666	655	718
12478	2704	3254	2542	4438	4443	2703	3465
92252	83	138	157	162	193	102	232
98938	1080	2702	5368	2103	2053	3103	1144
75147	450	717	341	264	436	498	590
40156	84	147	88	72	104	81	66
13004	223	64	133	353	154	146	220
28785	207	113	125	167	197	121	221
94998	22	24	58	37	23	18	41
27649	2095	2551	848	1882	1435	1230	1928
96136	3	6	16	5	9	8	5
28063	1653	4951	3612	3611	4101	1847	2781
22353	1301	936	1311	1469	1046	1273	982
32032	113	114	213	178	84	180	90
61965	33	34	27	36	56	36	53
33964	112	75	133	30	71	102	99
13500	477	286	261	376	228	463	249
34981	727	401	416	398	590	450	689
85557	580	195	219	446	123	375	172
61016	1680	1808	1404	1321	1407	1183	1022
27464	38	76	49	58	61	33	42
79956	238	281	295	126	247	195	280
99004	9	6	6	1	4	8	8
74487	460	595	780	406	1196	667	793
47669	221	324	156	282	236	317	237
28316	52	63	76	103	44	63	58
25765	2618	2934	1459	1814	2342	2163	1580
95724	1133	757	619	403	462	398	471
56684	1	3	0	0	4	0	0
81513	147	246	213	205	209	94	186
75431	5	12	8	10	10	11	13
24813	1808	1391	971	1712	1469	1460	876
84145	21971	66364	68809	34124	47093	57901	41120
13147	43	49	53	61	43	60	73
14882	109	304	292	192	142	135	157
100716	88	45	43	91	67	119	69
28102	333	262	214	549	242	265	156
41098	228	1846	855	889	1106	1366	903
50681	1610	1787	2857	1724	1650	1579	1963
55418	44	13	18	21	23	35	4
33647	3297	3876	2910	2485	6720	3353	3012
66230	36	46	33	37	63	61	95
34510	141	394	169	217	202	287	309
77535	1563	2628	1335	2221	1236	1783	1546
64464	672	626	752	220	730	726	994
25384	16	17	43	21	8	26	37
99025	34	26	41	31	25	19	22
23004	62	62	38	92	16	42	54
84638	289	143	175	165	114	117	120
12003	1618	1396	1161	1296	1881	2079	1555
34436	11	21	12	14	7	7	9
46965	583	394	276	381	335	367	578
95550	429	646	834	725	252	542	643
54075	325	312	348	532	782	455	281
71558	801	604	458	819	341	446	408
24574	4914	4810	4319	3666	3414	1830	3829
90787	442	394	593	382	530	472	483
56411	694	1341	935	839	842	888	671
79665	698	324	446	387	406	463	200
89259	7470	7216	5105	7387	4691	6787	5968
13413	2	1	3	8	2	2	0
74440	1741	1964	2100	1985	1416	1746	2218
37929	171	107	110	68	121	106	200
78548	102	69	71	117	122	52	32
47819	27	42	38	18	18	30	26
54224	1	7	4	4	8	8	7
89133	36	93	64	35	65	64	157
36132	52	19	31	52	64	30	39
44869	514	419	319	289	583	352	357
45554	4	8	9	9	7	9	6
19333	2638	3825	7141	4442	5749	7127	5839
94893	230	446	297	286	185	542	383
82846	123	98	136	77	69	94	134
53865	50	28	45	53	47	22	44
54471	34	29	28	34	13	21	25
73841	17	14	11	5	15	9	16
11363	25	46	47	36	74	48	63
76588	262	121	148	127	246	106	204
13865	112	230	197	210	146	168	276
14606	11	2	5	10	6	6	7
54257	91	104	231	62	78	99	110
43861	13	39	16	28	45	16	34
54239	347	298	397	430	280	270	617
76951	4375	6206	3747	7555	6437	5900	9933
42803	483	919	675	555	671	518	834
90445	119	75	60	38	85	63	65
77389	5	5	6	13	3	5	11
86062	5	4	14	7	3	10	6
74532	8	5	9	5	9	8	11
36654	555	797	1699	1262	745	922	1182
78948	27	44	46	15	63	28	39
23761	171	201	233	108	363	191	178
38485	60	28	79	29	68	31	58
84195	212	242	253	159	210	224	223
16920	2904	3878	3691	1984	2006	4416	2614
38650	54	42	64	44	52	35	25
86073	65	97	51	158	81	147	66
72813	37	48	21	24	23	13	34
13795	835	806	777	984	684	666	1036
96260	17	21	9	18	11	37	10
34214	18	23	62	15	18	52	24
47174	3	22	13	12	8	13	18
84889	23	6	9	7	9	11	5
51072	509	427	397	269	528	437	504
47988	18057	46228	44935	106805	57917	35714	70714
21425	26	17	16	7	20	15	18
39082	869	1160	880	1800	1198	815	1128
41254	326	87	369	262	333	369	326
35984	17	18	18	29	7	21	11
70317	72	67	110	35	64	116	122
84968	148	287	312	138	385	389	114
11645	36	31	18	22	51	35	38
44978	11162	11357	10270	15979	5065	8554	6506
43828	2	6	7	1	4	2	13
62819	193	355	491	263	400	379	291
99984	286	240	304	411	258	180	335
64586	30	22	59	43	58	39	54
38546	203	124	224	219	184	218	166
100710	1176	1273	724	1033	544	843	831
16176	250	153	143	192	105	353	378
60367	132	324	237	334	461	439	366
90587	904	323	336	624	612	186	358
81917	3	4	1	2	7	4	1
76854	3999	2483	2674	3811	3238	2987	3321
13449	12933	14947	14585	22890	19170	11719	12461
101265	1244	1169	1121	805	748	849	1177
74638	1722	869	940	1616	1181	835	917
81043	9	10	14	9	11	6	8
13934	69	66	89	217	60	105	167
73949	17	30	42	41	24	15	53
22682	46	87	88	63	94	96	108
67702	1515	955	1108	968	790	1169	1104
55175	37	41	18	21	39	22	49
54329	98	107	108	159	69	121	90
98712	3	4	5	6	6	2	3
43988	82	103	154	75	121	73	181
50633	258	144	127	228	168	187	208
60090	105	42	38	42	66	42	36
76064	23	35	58	40	18	41	26
83487	7429	9352	13299	8940	3483	9908	8646
18568	16	8	17	5	19	14	13
16774	26	41	21	16	26	27	20
89960	78	27	20	27	33	15	26
16267	1261	764	1555	2772	2386	1791	1551
101051	7793	10715	6944	7451	12920	9919	5079
61819	232	238	214	552	294	418	336
54482	40	52	31	35	37	23	38
24797	86	159	45	49	70	78	81
76236	821	1223	2096	1226	1552	861	961
50956	29	44	24	24	9	26	23
58755	3174	3776	2284	2247	3262	3059	3986
63128	3381	3968	2730	1922	2389	2865	2617
28388	113	297	200	192	165	79	225
23064	671	424	415	437	675	466	636
70101	855	1057	947	764	1022	752	914
100517	6737	4098	4529	2336	3483	2874	3347
42992	29	12	20	22	6	8	12
45350	1389	934	1583	2841	1731	1704	2903
82402	39	87	80	61	49	146	82
66956	15	12	18	40	47	39	43
41582	242	145	169	57	249	219	208
47305	89	94	156	152	144	58	87
53477	24	36	33	35	21	12	24
32240	3	8	8	13	2	5	9
80730	36	25	32	26	29	39	35
93890	1922	3507	2396	1633	3715	5294	3418
68265	8909	10125	9076	8337	4065	7710	7502
46281	666	460	885	321	626	400	908
20369	2604	2359	2171	1211	1394	1350	2427
26630	59	54	102	40	84	66	42
53016	59	166	111	198	157	83	142
35737	174	330	374	264	292	424	132
67022	22	9	26	36	26	7	37
70922	19	31	44	19	13	15	15
54918	61	231	192	219	215	206	230
90972	86	73	70	76	69	54	97
39940	13	18	18	14	26	14	10
85992	214	309	390	349	380	273	231
56842	100	78	103	96	62	183	93
58603	1080	1021	727	1110	824	1506	1718
43255	171	245	260	208	162	208	92
70069	99	83	96	207	78	35	84
40376	98	264	345	83	152	160	153
27053	117	115	140	112	140	133	138
13882	45	36	26	28	60	31	39
24642	25	128	147	51	45	90	61
22809	797	1008	886	767	466	622	548
71822	913	996	508	496	770	607	978
39045	1457	2210	1901	1590	779	2415	2172
96098	2	6	2	1	4	6	9
