gene_id	GSM1275862_untreated	GSM1275862_dex	GSM1275863_dex	GSM1275870_dex	GSM1275871_dex
ENSG00000151704	879	926	509	680	593
ENSG00000130001	567	505	665	801	604
ENSG00000118908	0	1	0	4	1
ENSG00000169459	25	44	25	17	12
ENSG00000207076	77	74	114	110	120
ENSG00000110141	318	263	311	269	337
ENSG00000124243	106	276	105	162	74
ENSG00000173834	597	473	896	823	566
ENSG00000147569	196	141	208	107	290
ENSG00000100468	65	34	21	47	36
ENSG00000186072	2577	4381	2500	5974	3610
ENSG00000224537	247	202	427	284	289
ENSG00000220879	34	13	22	16	13
ENSG00000249396	861	342	807	397	442
ENSG00000156757	147	147	215	126	154
ENSG00000137101	86	85	89	75	100
ENSG00000171079	33	31	36	50	52
ENSG00000181269	33	12	6	6	10
ENSG00000238402	17	31	22	38	32
ENSG00000230484	5	20	15	14	14
ENSG00000108541	6	0	1	3	1
ENSG00000156327	419	303	321	167	418
ENSG00000201016	362	270	287	313	174
ENSG00000159386	50	174	168	158	222
ENSG00000164179	13	30	11	15	23
ENSG00000200778	34	34	31	23	58
ENSG00000128808	2474	3366	5065	4396	2410
ENSG00000166276	17	14	35	36	31
ENSG00000214335	828	1366	1274	763	881
ENSG00000245349	214	325	370	177	192
ENSG00000170958	696	296	283	448	424
ENSG00000122464	70	53	70	47	64
ENSG00000132771	126	114	95	222	79
ENSG00000245291	116	159	122	208	115
ENSG00000160508	19	18	24	8	10
ENSG00000172698	1344	2130	3106	2867	3462
ENSG00000235765	25	27	24	27	49
ENSG00000243864	383	266	303	370	274
ENSG00000150453	10962	4563	3556	3244	4148
ENSG00000109052	3655	3171	3221	3209	4564
ENSG00000100718	47	52	40	36	28
ENSG00000136546	611	256	605	422	312
ENSG00000178373	1223	938	1494	1286	1133
ENSG00000158530	3	1	0	5	1
ENSG00000134196	8687	6475	7889	9436	3449
ENSG00000169785	301	463	461	488	404
ENSG00000182722	94	129	62	82	102
ENSG00000191111	147	60	212	154	127
ENSG00000217188	6	2	2	1	2
ENSG00000226303	861	751	1082	361	642
ENSG00000198301	13162	6332	3998	5053	3088
ENSG00000189460	105	129	83	58	219
ENSG00000115585	3547	5059	2628	5702	4921
ENSG00000122996	931	701	994	702	494
ENSG00000194992	6	15	19	10	3
ENSG00000115994	384	616	805	734	441
ENSG00000104220	4	4	2	2	0
ENSG00000208881	5	0	6	2	3
ENSG00000219003	500	476	511	728	534
ENSG00000116570	646	523	515	754	547
ENSG00000214681	147	93	97	206	162
ENSG00000122113	127	108	49	84	99
ENSG00000116515	6	7	12	7	8
ENSG00000106287	1247	1302	1001	1554	1014
ENSG00000104043	149	173	205	158	122
ENSG00000217166	105	180	121	180	107
ENSG00000186119	55639	38135	59322	42219	52558
ENSG00000195413	494	320	238	438	272
ENSG00000149844	76	128	147	178	74
ENSG00000120398	8903	15009	10305	5687	5228
ENSG00000180281	259	268	229	233	320
ENSG00000185922	87	109	35	42	59
ENSG00000215343	4042	4405	2077	2704	2289
ENSG00000162284	75	191	117	123	197
ENSG00000121727	24	29	28	33	34
ENSG00000178320	121	83	95	158	113
ENSG00000117428	183	280	149	158	245
ENSG00000127704	1256	979	552	958	1293
ENSG00000184308	2085	1293	1755	3272	2740
ENSG00000146362	34	17	15	11	18
ENSG00000237792	1597	2418	2680	1923	2683
ENSG00000195861	43	31	51	65	78
ENSG00000157639	117	47	75	52	47
ENSG00000148321	3	4	3	2	1
ENSG00000149991	4708	4832	5423	2845	4600
ENSG00000194069	573	677	615	441	427
ENSG00000190355	126	140	196	136	117
ENSG00000173383	87	78	98	104	160
ENSG00000169787	840	879	1269	1159	663
ENSG00000191534	269	190	148	132	131
ENSG00000225685	0	0	0	1	0
ENSG00000247725	366	280	311	536	242
ENSG00000223551	173	222	67	121	278
ENSG00000233411	181	184	316	176	127
ENSG00000176049	370	228	88	204	238
ENSG00000184629	954	1078	1358	1528	839
ENSG00000206046	43	60	46	75	42
ENSG00000106974	18846	23233	22652	28064	13696
ENSG00000165389	284	365	264	340	299
ENSG00000194808	41	64	46	37	31
ENSG00000166883	405	203	326	191	253
ENSG00000210102	4	13	2	7	2
ENSG00000107816	103	184	107	50	183
ENSG00000221229	35	39	51	43	32
ENSG00000179026	21	30	17	42	31
ENSG00000185367	1013	925	520	1072	694
ENSG00000220462	335	332	381	245	195
ENSG00000123630	28	40	18	38	36
ENSG00000122775	60	81	46	46	55
ENSG00000155710	426	307	287	411	304
ENSG00000113892	19645	12855	9067	13228	8007
ENSG00000100137	228	104	177	161	133
ENSG00000111501	194	161	108	95	131
ENSG00000202152	743	658	596	505	300
ENSG00000172117	5	32	7	11	20
ENSG00000164844	120	199	94	221	209
ENSG00000197326	905	639	891	1043	1046
ENSG00000124516	398	219	533	303	665
ENSG00000158498	300	433	515	246	368
ENSG00000172430	22	18	24	27	6
ENSG00000173321	219	271	211	175	206
ENSG00000164796	4690	3331	3841	2472	3600
ENSG00000241135	53989	52566	41194	38548	37053
ENSG00000154299	1264	1936	1249	1628	1652
ENSG00000146895	37	48	84	64	84
ENSG00000247652	67	43	71	46	49
ENSG00000128128	132	129	123	108	118
ENSG00000137600	7459	7738	22469	6007	10315
ENSG00000240838	6	7	10	11	12
ENSG00000123395	117	110	98	92	158
ENSG00000228010	14	6	8	7	8
ENSG00000136752	74	138	88	68	112
ENSG00000194681	177	117	105	90	123
ENSG00000148650	1040	1488	1119	2072	799
ENSG00000186098	723	1104	1051	364	890
ENSG00000145131	387	273	259	404	392
ENSG00000216054	100	69	71	110	143
ENSG00000195045	129	89	81	39	68
ENSG00000136814	2597	3949	2847	7819	7009
ENSG00000164465	139	118	178	154	66
ENSG00000199893	36	14	30	9	21
ENSG00000124376	26	20	68	24	54
ENSG00000163090	175	209	217	218	176
ENSG00000145481	34	40	24	35	47
ENSG00000115770	6	15	10	11	4
ENSG00000241463	722	1274	1284	751	1336
ENSG00000163733	48	28	50	38	32
ENSG00000206872	198	302	157	151	153
ENSG00000163525	158	300	158	202	133
ENSG00000229220	138	87	64	112	100
ENSG00000180999	149	184	96	191	93
ENSG00000188642	0	0	0	2	2
ENSG00000212171	120	134	165	342	207
ENSG00000105065	58	100	123	47	81
ENSG00000116497	80	81	66	69	114
ENSG00000208281	157	136	176	202	239
ENSG00000234776	12919	28557	12744	14556	16655
ENSG00000111956	7961	9555	4484	6062	3533
ENSG00000199524	1180	1319	855	924	604
ENSG00000125837	3918	3717	2934	4135	3894
ENSG00000160521	87	81	68	64	98
ENSG00000140263	157	202	125	79	329
ENSG00000184838	313	524	356	367	516
ENSG00000158314	960	1079	746	1055	1199
ENSG00000210982	692	314	744	750	1280
ENSG00000214423	5701	11294	7722	6675	8294
ENSG00000199606	103	112	76	139	139
ENSG00000164863	1632	3925	1619	2901	3372
ENSG00000197932	82	68	77	62	92
ENSG00000100093	731	966	532	624	494
ENSG00000105836	13	22	41	32	14
ENSG00000132270	2860	1054	2950	1537	3006
ENSG00000159455	135	113	68	40	29
ENSG00000221318	5743	2672	1559	2028	1460
ENSG00000168351	4	1	6	2	2
ENSG00000117062	4411	9142	4952	3808	7632
ENSG00000140585	382	152	99	99	156
ENSG00000235892	416	662	230	456	319
ENSG00000115297	547	254	237	242	198
ENSG00000192628	30	9	6	4	7
ENSG00000105286	41	64	44	35	45
ENSG00000207260	36	50	73	26	51
ENSG00000105332	174	145	108	185	100
ENSG00000106715	9	1	2	8	8
ENSG00000236539	56	67	20	37	47
ENSG00000210972	224	198	236	216	215
ENSG00000235592	1488	2192	1193	1473	905
ENSG00000233148	1049	897	892	513	563
ENSG00000177229	25	9	13	10	7
ENSG00000143648	890	1183	492	970	915
ENSG00000125884	2316	3205	5537	4831	3441
ENSG00000186910	1050	527	866	838	590
ENSG00000104771	106	69	144	108	60
ENSG00000117347	19	32	20	31	34
ENSG00000110095	82	92	55	52	89
ENSG00000101464	3984	5693	3673	7164	4647
ENSG00000169484	42	15	8	23	30
ENSG00000136251	5	1	4	0	1
ENSG00000154539	1383	1398	1328	845	1006
ENSG00000121235	39	40	41	40	28
ENSG00000162775	135	121	140	85	128
ENSG00000168509	56	124	77	57	91
ENSG00000191101	1168	1959	997	1789	1050
ENSG00000236571	70	122	36	73	106
ENSG00000116161	46	29	19	20	29
ENSG00000150157	20	34	28	17	52
ENSG00000107103	10942	3370	7328	7829	3290
ENSG00000143329	2363	2257	6089	4843	4895
ENSG00000151001	80	61	84	93	92
ENSG00000165438	59	65	56	61	87
ENSG00000243583	57	178	47	229	219
ENSG00000220859	749	552	444	619	704
ENSG00000155258	19	31	44	31	58
ENSG00000203253	3404	6199	3016	3206	3933
ENSG00000145645	241	166	358	325	517
ENSG00000180664	1	2	1	1	1
ENSG00000119283	15	26	14	23	10
ENSG00000249890	61	106	73	107	76
ENSG00000198445	46996	27789	21242	30670	20048
ENSG00000168279	3191	3990	4795	3999	5365
ENSG00000235197	242	311	267	182	234
ENSG00000204144	16	21	13	9	19
ENSG00000184366	154	119	126	121	118
ENSG00000169091	164	143	182	195	133
ENSG00000104494	54	70	88	32	105
ENSG00000217996	382	163	373	265	317
ENSG00000205001	412	465	586	534	1262
ENSG00000248282	42	84	104	86	76
ENSG00000178678	7	9	26	19	9
ENSG00000225914	144	171	137	202	307
ENSG00000111981	8	6	8	9	8
ENSG00000175279	52	83	30	95	33
ENSG00000223663	1324	1373	1823	1226	1527
ENSG00000216056	150	179	205	152	277
ENSG00000195087	10	15	4	10	4
ENSG00000132755	243	139	137	82	210
ENSG00000188370	90	103	49	44	80
ENSG00000160327	98	152	199	121	138
ENSG00000169878	883	1297	845	744	1273
ENSG00000111755	52	62	62	29	28
ENSG00000144103	10	4	13	11	14
ENSG00000192827	2048	1907	3712	2798	2825
ENSG00000209106	16	16	18	19	26
ENSG00000179024	469	566	354	326	271
ENSG00000212842	539	402	408	387	389
ENSG00000203371	130	80	54	72	94
ENSG00000240813	322	442	386	363	143
ENSG00000147547	295	291	255	158	222
ENSG00000236724	272	138	321	125	187
ENSG00000111781	727	508	539	451	364
ENSG00000165273	43	29	43	13	18
ENSG00000124538	1023	1015	1150	628	816
ENSG00000221009	45	14	30	15	17
ENSG00000181565	949	922	976	729	710
ENSG00000154011	2416	1474	3839	1432	1894
ENSG00000105256	23	12	17	35	28
ENSG00000115307	6507	8341	6531	7588	7011
ENSG00000249871	62	22	47	66	20
ENSG00000177120	244	143	96	128	156
ENSG00000142926	17	50	29	28	33
ENSG00000112708	66	62	35	53	53
ENSG00000143569	227	61	175	202	376
ENSG00000145640	48	34	31	33	41
ENSG00000160103	2192	411	835	602	1318
ENSG00000105283	41	27	39	16	27
ENSG00000130108	265	305	145	266	287
ENSG00000146748	13	12	8	19	16
ENSG00000157138	19	8	14	11	12
ENSG00000219573	69	107	189	84	272
ENSG00000159815	120	218	173	206	311
ENSG00000154041	43	50	61	33	31
ENSG00000199627	448	163	295	103	389
ENSG00000242795	161	305	481	247	336
ENSG00000137437	41	33	32	37	26
ENSG00000192854	268	88	111	138	110
ENSG00000158622	19	27	11	23	17
ENSG00000239680	8	4	7	7	7
ENSG00000229250	36	64	20	46	31
ENSG00000210825	55	130	106	79	71
ENSG00000246214	1877	1221	703	1440	870
ENSG00000134279	317	629	554	240	172
ENSG00000145381	209	156	168	211	111
ENSG00000240915	2	3	1	0	0
ENSG00000122057	18	20	14	4	29
ENSG00000228013	329	251	226	288	303
ENSG00000245896	726	338	435	629	403
ENSG00000228586	174	121	94	85	188
ENSG00000230744	30	22	9	16	8
ENSG00000227162	6	4	3	3	2
ENSG00000122741	5	7	4	1	9
ENSG00000187178	233	95	115	164	126
ENSG00000141380	700	298	241	391	461
ENSG00000153914	2345	4050	2856	6200	6797
ENSG00000103076	34	23	50	53	30
ENSG00000196795	327	300	215	205	272
ENSG00000184396	42	31	47	22	39
ENSG00000183430	81	100	145	78	71
ENSG00000223979	218	245	134	136	100
ENSG00000222070	35	47	68	73	60
ENSG00000168296	2575	2775	2509	2050	2949
ENSG00000172047	28	10	16	21	13
ENSG00000123631	712	1013	1072	829	708
ENSG00000246053	113	167	75	126	161
ENSG00000207296	47	61	65	54	79
ENSG00000162725	1604	733	806	654	1175
ENSG00000195778	34	42	53	62	38
ENSG00000150890	670	241	307	236	228
ENSG00000207512	151	147	131	218	126
ENSG00000172921	785	580	305	575	751
ENSG00000112218	18	13	22	17	13
ENSG00000115424	392	184	222	175	143
ENSG00000168467	421	513	445	578	508
ENSG00000116566	38	27	54	28	54
ENSG00000110145	24	14	31	35	20
ENSG00000149206	16	17	35	14	24
ENSG00000168802	87	116	160	82	194
ENSG00000219255	49	30	28	34	44
ENSG00000167627	502	442	583	422	392
ENSG00000150193	212	78	93	179	98
ENSG00000196297	85	104	64	123	90
ENSG00000161104	70	83	168	106	207
ENSG00000114749	167	208	221	149	196
ENSG00000216580	221	115	290	182	266
ENSG00000196021	644	342	579	490	638
ENSG00000176359	1617	2040	1493	1457	961
ENSG00000120840	279	551	587	300	397
ENSG00000189268	400	417	440	387	567
ENSG00000145705	2800	3259	3105	4080	3716
ENSG00000225641	5099	3099	3043	3647	2937
ENSG00000165770	278	107	142	108	196
ENSG00000215642	11	14	14	25	23
ENSG00000221402	1296	1489	1382	1661	1961
ENSG00000168940	46	46	40	19	23
ENSG00000160753	27	24	23	50	36
ENSG00000164162	33	24	44	35	25
ENSG00000192399	156	73	64	68	78
ENSG00000159088	0	1	5	1	0
ENSG00000137910	53	19	42	32	67
ENSG00000136243	2217	1749	2232	1288	1473
ENSG00000170352	16515	28285	22401	36189	21715
ENSG00000219454	370	551	453	330	405
ENSG00000156537	718	910	587	620	962
ENSG00000132407	1084	782	1669	906	762
ENSG00000220483	64	70	41	55	78
ENSG00000114916	33	13	15	39	30
ENSG00000233192	420	639	193	305	174
ENSG00000193179	1435	2742	1529	992	1458
ENSG00000156652	192	228	234	331	354
ENSG00000205423	479	287	326	385	349
ENSG00000128919	292	220	172	118	120
ENSG00000212951	167	113	146	232	111
ENSG00000113744	55	72	70	65	92
ENSG00000182045	1656	1545	1402	1515	1953
ENSG00000171674	816	1840	1386	781	566
ENSG00000196388	110	88	39	139	145
ENSG00000154229	181	360	404	333	295
ENSG00000199829	325	702	811	790	783
ENSG00000222016	2033	2718	1895	2387	1319
ENSG00000206185	8024	9068	7349	9796	7395
ENSG00000210250	4381	6247	8486	7859	4949
ENSG00000244658	191	284	301	68	203
ENSG00000124546	239	337	220	286	211
ENSG00000112015	101	111	124	106	126
ENSG00000202743	1225	1144	624	829	1100
ENSG00000205595	1699	1793	2593	1864	2212
ENSG00000170110	23	8	13	10	4
ENSG00000152582	495	240	296	366	182
ENSG00000116701	2570	2610	1325	1025	5833
ENSG00000186798	13	7	5	12	12
ENSG00000141592	2959	4446	3405	2636	3158
ENSG00000188980	5279	1785	2468	2272	2539
ENSG00000124607	53	56	71	90	28
ENSG00000180582	48	38	25	5	33
ENSG00000217064	8845	4212	7719	5688	7166
ENSG00000215659	133	126	58	101	47
ENSG00000243182	14	13	40	5	13
ENSG00000102711	260	257	132	241	232
ENSG00000153768	21	16	14	9	9
ENSG00000182725	33	18	22	25	41
ENSG00000182106	6453	4535	5268	4959	6082
ENSG00000124971	82	63	80	97	82
ENSG00000135136	155	94	164	122	104
ENSG00000106244	0	3	5	3	8
ENSG00000126257	32	34	21	34	27
ENSG00000246625	1074	851	1286	1179	1943
ENSG00000140810	422	343	296	466	281
ENSG00000114717	1933	2427	1825	935	1571
ENSG00000172209	1615	931	1294	1770	1606
ENSG00000150225	246	267	187	340	246
ENSG00000235471	40	80	44	74	57
ENSG00000175099	2	1	3	5	3
ENSG00000220916	1948	1132	1448	1615	705
ENSG00000151224	294	232	167	140	221
ENSG00000125629	25672	30586	31060	21000	27160
ENSG00000144261	157	138	73	127	107
ENSG00000138213	187	178	89	105	118
ENSG00000202599	52	75	41	55	88
ENSG00000204625	4	9	10	17	17
ENSG00000247685	181	103	165	69	138
ENSG00000133839	315	331	261	321	178
ENSG00000191663	368	274	220	232	271
ENSG00000219648	157	83	82	52	53
ENSG00000137855	52	54	32	42	22
ENSG00000179872	1040	1495	1591	1531	2460
ENSG00000216774	1257	1869	958	1366	1376
ENSG00000147312	61	42	39	41	45
ENSG00000211485	25	10	13	17	20
ENSG00000113442	92	55	34	60	69
ENSG00000203803	51	27	36	50	31
ENSG00000186897	1190	1411	1225	734	529
ENSG00000171399	10	40	46	38	19
ENSG00000186707	464	326	345	623	270
ENSG00000206459	17	12	17	37	43
ENSG00000166953	188	99	311	134	86
ENSG00000125992	37342	34033	19819	25507	38997
ENSG00000184890	53	29	36	58	46
ENSG00000122401	373	251	538	288	710
ENSG00000101717	71	56	48	40	34
ENSG00000169502	2238	1662	1224	1352	1533
ENSG00000128567	502	239	106	506	385
ENSG00000102310	768	177	161	182	210
ENSG00000113437	2762	2947	2834	3952	2870
ENSG00000154246	769	809	892	828	961
ENSG00000114053	759	289	1015	868	1061
ENSG00000234080	18	15	15	10	10
ENSG00000179962	17	43	26	29	36
ENSG00000159840	3022	4705	4017	3540	1968
ENSG00000156051	15	11	14	24	18
ENSG00000215441	3721	3305	3858	4527	4542
ENSG00000130590	3812	3404	4730	3358	4080
ENSG00000193125	123	132	83	99	138
ENSG00000146663	41	34	31	13	45
ENSG00000163074	23	17	12	9	20
ENSG00000178340	763	623	794	370	946
ENSG00000206224	409	508	266	473	369
ENSG00000192041	55	16	15	21	28
ENSG00000182259	13	26	5	15	7
ENSG00000100097	320	340	521	308	215
ENSG00000190682	34	30	42	47	45
ENSG00000212247	103	138	80	86	184
ENSG00000202021	7	4	9	5	3
ENSG00000231598	197	150	285	354	236
ENSG00000215827	167	153	250	199	134
ENSG00000229724	41	51	17	50	33
ENSG00000110193	16	19	14	13	17
ENSG00000222036	69	90	212	78	174
ENSG00000135686	294	268	244	232	245
ENSG00000162927	343	357	448	128	177
ENSG00000231034	116	96	255	120	164
ENSG00000116707	50	21	25	15	25
ENSG00000103491	391	664	664	716	704
ENSG00000153459	1697	1111	1484	966	1443
ENSG00000249407	48	48	34	47	28
ENSG00000124251	29	14	12	9	5
ENSG00000203986	1444	1303	2501	2721	3108
ENSG00000117967	98	192	206	151	155
ENSG00000150378	1	1	6	0	1
ENSG00000196478	887	601	847	839	569
ENSG00000125668	129	160	370	203	186
ENSG00000181045	47	34	23	7	20
ENSG00000136390	174	117	131	131	139
ENSG00000116300	13	25	10	8	8
ENSG00000160435	24	38	13	28	13
ENSG00000179562	3	11	7	3	4
ENSG00000185120	855	850	629	1188	929
ENSG00000232882	61	71	22	53	37
ENSG00000247664	232	195	114	131	242
ENSG00000161004	281	159	163	258	171
ENSG00000107220	1	0	1	2	0
ENSG00000180247	267	213	87	134	153
ENSG00000203052	17	8	15	10	6
ENSG00000217446	817	1373	1093	1339	940
ENSG00000230024	28	6	2	12	7
ENSG00000241485	796	434	649	430	690
ENSG00000238872	7199	1915	5603	2208	1855
ENSG00000158589	136	172	257	231	322
ENSG00000194918	1663	703	775	585	968
ENSG00000166871	1853	2400	2121	1357	1481
ENSG00000167687	81	225	144	174	161
ENSG00000119385	193	50	31	98	80
ENSG00000216805	5	12	5	11	2
ENSG00000244181	8408	6565	3834	2829	4441
ENSG00000166527	1123	620	482	990	553
ENSG00000150083	1188	559	356	465	406
ENSG00000194727	9	1	5	4	2
ENSG00000218542	817	665	1172	1080	1328
ENSG00000220228	261	62	50	81	36
ENSG00000224390	145	78	131	282	177
ENSG00000226387	358	160	383	173	269
ENSG00000221837	971	1025	1507	915	573
ENSG00000150719	63	53	48	54	42
ENSG00000170588	41	20	35	40	19
ENSG00000121453	545	399	208	540	650
ENSG00000171114	194	285	177	157	231
ENSG00000205592	48	43	55	22	26
ENSG00000166113	5169	6976	11216	6448	9165
ENSG00000131641	721	1151	1600	1219	914
ENSG00000147157	3	2	6	4	10
ENSG00000215467	1	2	2	4	1
ENSG00000126077	5	4	3	3	3
ENSG00000104292	64	23	58	19	32
ENSG00000143434	320	294	386	149	119
ENSG00000194886	1156	2421	2129	4001	1899
ENSG00000220838	257	186	122	194	109
ENSG00000167756	21	35	35	38	28
ENSG00000237892	150	159	167	176	162
ENSG00000201801	143	88	158	106	114
ENSG00000131601	66	21	28	9	11
ENSG00000125650	153	130	130	127	181
ENSG00000201145	6	3	0	4	6
ENSG00000142131	63	26	88	44	81
ENSG00000217793	179	386	307	302	176
ENSG00000202490	76	83	30	115	101
ENSG00000229148	169	418	557	362	225
ENSG00000223999	985	1086	1129	917	874
ENSG00000237374	430	344	294	383	462
ENSG00000222862	479	444	692	313	547
ENSG00000119743	356	379	506	421	475
ENSG00000181237	111	139	76	77	89
ENSG00000249202	2170	1717	842	1438	1085
ENSG00000207348	167	206	211	190	145
ENSG00000127665	14	25	8	25	14
ENSG00000138849	1288	623	778	760	1037
ENSG00000187580	51	116	129	80	164
ENSG00000162324	1	0	0	1	1
ENSG00000136266	2811	6641	4978	6321	4564
ENSG00000181596	191	191	173	228	182
ENSG00000114669	35	35	25	30	27
ENSG00000146070	723	385	816	682	754
ENSG00000123429	294	352	457	324	471
ENSG00000163348	269	299	366	202	353
ENSG00000188955	7260	7819	4323	8754	10258
ENSG00000203302	1948	913	1793	1585	1474
ENSG00000119129	176	116	119	97	126
ENSG00000121976	36	37	76	80	52
ENSG00000216883	9	22	9	14	35
ENSG00000189696	638	565	726	303	277
ENSG00000152449	118	228	217	426	220
ENSG00000114359	1836	1041	1707	1311	644
ENSG00000180728	273	168	148	283	207
ENSG00000104660	1071	1521	862	489	1124
ENSG00000238641	4209	1267	3798	2058	3206
ENSG00000227706	84	85	67	47	89
ENSG00000137665	36	32	34	31	38
ENSG00000181342	263	285	178	291	206
ENSG00000159903	14	21	14	4	19
ENSG00000175587	159	201	148	192	92
ENSG00000198832	138	62	164	71	132
ENSG00000147077	6502	2522	3521	2617	3722
ENSG00000219205	212	114	148	77	91
ENSG00000149766	2036	2282	2848	1980	2299
ENSG00000223462	51	86	85	81	92
ENSG00000231434	115	78	178	200	126
ENSG00000222976	101	89	72	70	26
ENSG00000142339	90	133	209	251	205
ENSG00000138216	105	41	27	90	50
ENSG00000239659	28	28	19	22	23
ENSG00000158601	24	9	42	18	10
ENSG00000153833	1462	1522	1409	1423	1670
ENSG00000174744	516	306	118	216	227
ENSG00000127696	4650	5132	4924	5968	6710
ENSG00000167261	6303	4694	4887	974	3066
ENSG00000167833	73	20	24	41	30
ENSG00000126153	15586	6150	7570	9135	12194
ENSG00000210652	116	47	59	59	100
ENSG00000221725	7	6	4	11	12
ENSG00000243403	12	9	11	19	27
ENSG00000240711	51	39	56	86	73
ENSG00000110821	0	2	1	6	0
ENSG00000228516	519	278	621	633	409
ENSG00000206452	133	44	163	98	55
ENSG00000102465	693	284	482	652	487
ENSG00000217014	356	354	217	314	347
ENSG00000135081	414	447	265	325	284
ENSG00000228910	740	496	824	1385	606
ENSG00000196183	561	547	749	313	490
ENSG00000202936	17	14	15	9	4
ENSG00000162008	3831	5446	3341	3965	5764
ENSG00000140600	59	55	84	96	48
ENSG00000230814	235	219	317	221	256
ENSG00000195807	979	495	1369	359	905
ENSG00000185911	48	15	21	36	39
ENSG00000219620	138	72	42	78	72
ENSG00000206158	9	11	5	11	6
ENSG00000146281	436	759	649	901	855
ENSG00000141654	708	799	419	640	987
ENSG00000136247	76	60	119	45	105
ENSG00000141706	58	14	71	25	46
ENSG00000206557	4	1	1	0	1
ENSG00000117942	257	472	306	300	386
ENSG00000235895	34	43	18	12	33
ENSG00000138531	81	42	68	58	85
ENSG00000223839	66	50	75	128	77
ENSG00000153026	69	108	38	85	77
ENSG00000248897	253	172	248	197	288
ENSG00000109846	574	553	961	357	345
ENSG00000103232	306	152	244	158	148
ENSG00000228936	20	25	12	13	17
ENSG00000220832	207	139	184	160	139
ENSG00000198259	215	114	77	193	41
ENSG00000225883	12	15	19	18	22
ENSG00000101298	139	189	128	155	120
ENSG00000112382	2877	851	1308	781	1053
ENSG00000199990	767	550	687	685	890
ENSG00000173224	445	310	571	344	557
ENSG00000146918	315	473	802	505	695
ENSG00000120617	4	3	2	6	1
ENSG00000101260	294	114	213	274	209
ENSG00000236506	4037	3039	3904	3682	2784
ENSG00000158866	107	129	100	129	59
ENSG00000183978	76	85	96	59	101
ENSG00000242847	51	82	65	17	29
ENSG00000135874	384	229	272	308	512
ENSG00000248551	185	113	170	166	97
ENSG00000125602	27	18	38	17	22
ENSG00000197242	162	175	273	126	253
ENSG00000171888	178	120	80	204	143
ENSG00000107852	378	544	369	481	431
ENSG00000111070	635	349	563	371	353
ENSG00000151078	31	38	39	33	65
ENSG00000207945	489	262	598	269	153
ENSG00000125378	180	144	211	193	160
ENSG00000113527	124	218	212	289	239
ENSG00000247127	99	75	132	103	89
ENSG00000198933	297	162	324	248	151
ENSG00000158185	125	80	33	61	35
ENSG00000154441	11	20	14	22	11
ENSG00000193879	2045	2046	2371	855	1238
ENSG00000234253	13	15	18	17	15
ENSG00000169527	202	425	295	307	381
ENSG00000201708	710	1025	646	748	714
ENSG00000243417	510	253	386	270	346
ENSG00000136068	101	72	74	87	115
ENSG00000236550	120	117	156	168	170
ENSG00000206878	16	12	12	7	10
ENSG00000244755	270	321	284	201	197
ENSG00000197333	48	29	18	24	16
ENSG00000189948	201	125	187	102	128
ENSG00000133038	12	31	26	22	41
ENSG00000242912	626	1025	876	624	630
ENSG00000105457	89	80	56	95	108
ENSG00000208071	116	93	151	126	114
ENSG00000189412	2195	2725	1928	1974	3569
ENSG00000173807	37	36	19	49	28
ENSG00000192138	66	75	121	98	48
ENSG00000205104	2	4	0	2	3
ENSG00000124023	100	108	98	71	84
ENSG00000170978	60	75	55	44	67
ENSG00000200444	42	49	21	24	31
ENSG00000193971	598	492	643	678	454
ENSG00000211034	5588	3601	3680	2548	1111
ENSG00000147527	713	709	1010	753	788
ENSG00000195009	691	382	610	512	977
ENSG00000156954	1363	572	1394	828	1513
ENSG00000171220	81	47	36	89	58
ENSG00000147861	59	47	59	42	28
ENSG00000113714	335	402	175	194	306
ENSG00000122882	4982	4019	5274	2509	7920
ENSG00000219901	66	36	71	38	56
ENSG00000221578	12	15	10	7	9
ENSG00000245237	139	295	103	178	121
ENSG00000126542	1119	876	1025	1111	1850
ENSG00000210212	949	334	481	1004	622
ENSG00000186031	339	413	673	214	555
ENSG00000139139	170	70	139	153	132
ENSG00000227305	697	577	959	669	686
ENSG00000173766	53	81	105	95	67
ENSG00000140129	2470	564	1961	1995	1975
ENSG00000105443	2559	1407	2579	3016	2495
ENSG00000144341	703	751	710	849	1170
ENSG00000195229	8385	9315	11902	10511	14610
ENSG00000188925	22012	17944	15504	17227	32288
ENSG00000143357	38	33	41	28	52
ENSG00000205028	113	122	81	173	256
ENSG00000123964	29	14	38	27	37
ENSG00000109547	9	6	4	4	12
ENSG00000228112	20	25	23	17	16
ENSG00000112528	152	106	121	159	118
ENSG00000171015	272	561	355	399	356
ENSG00000218396	379	206	475	221	338
ENSG00000232935	1	5	1	2	0
ENSG00000249897	94	51	188	92	206
ENSG00000183264	19	4	10	10	14
ENSG00000104027	491	602	591	880	345
ENSG00000106469	47	29	24	32	22
ENSG00000104561	1126	852	1715	1725	368
ENSG00000211041	6966	2311	3939	5456	6085
ENSG00000247504	9639	5737	6256	6624	7483
ENSG00000195730	90	81	130	74	88
ENSG00000234783	129	98	352	229	306
ENSG00000125589	44	94	76	105	86
ENSG00000227377	77	188	85	107	169
ENSG00000221306	6687	2418	2164	4275	3576
ENSG00000116610	8	5	5	4	4
ENSG00000154837	28	69	28	76	64
ENSG00000160586	131	218	178	99	240
ENSG00000159784	37	33	72	67	43
ENSG00000237194	33	15	16	24	12
ENSG00000147815	1101	2175	552	1786	1433
ENSG00000160618	139	147	120	224	139
