gene_id	GSM2360001	GSM2360004	GSM2360005	GSM2360006
ENSMUSG00000194927	186	427	375	555
ENSMUSG00000178973	825	971	1930	1077
ENSMUSG00000167819	157	90	116	110
ENSMUSG00000112073	140	90	94	138
ENSMUSG00000154247	242	135	217	183
ENSMUSG00000172291	20	24	44	21
ENSMUSG00000213595	229	123	171	58
ENSMUSG00000136025	230	314	377	650
ENSMUSG00000107283	304	110	199	370
ENSMUSG00000104817	16	27	9	34
ENSMUSG00000108226	73	48	85	124
ENSMUSG00000130066	1	2	2	5
ENSMUSG00000145489	564	864	658	628
ENSMUSG00000211243	37	80	58	22
ENSMUSG00000177446	199	224	165	248
ENSMUSG00000194003	15	23	4	15
ENSMUSG00000114121	95	158	121	102
ENSMUSG00000122889	493	303	277	538
ENSMUSG00000150926	707	1296	1639	529
ENSMUSG00000202288	13	6	11	12
ENSMUSG00000161464	912	981	844	1018
ENSMUSG00000113597	93	125	88	144
ENSMUSG00000122260	42	16	46	32
ENSMUSG00000145462	421	307	611	197
ENSMUSG00000125191	67	84	78	102
ENSMUSG00000113455	225	59	99	64
ENSMUSG00000185279	30	14	25	45
ENSMUSG00000201684	225	175	216	257
ENSMUSG00000112394	137	239	177	153
ENSMUSG00000217050	71	136	117	58
ENSMUSG00000149281	23	14	12	23
ENSMUSG00000194235	30	45	58	59
ENSMUSG00000135671	516	316	441	355
ENSMUSG00000178829	1663	1210	2070	1348
ENSMUSG00000128294	288	194	182	122
ENSMUSG00000115511	2982	4184	2133	3815
ENSMUSG00000174065	116	114	110	94
ENSMUSG00000137461	6	10	7	7
ENSMUSG00000121333	500	627	320	909
ENSMUSG00000196921	32	9	28	21
ENSMUSG00000218619	407	356	212	337
ENSMUSG00000120151	1537	1408	598	1152
ENSMUSG00000209610	87	66	113	61
ENSMUSG00000128848	155	148	115	94
ENSMUSG00000209959	22293	9792	16517	18991
ENSMUSG00000116332	194	274	253	244
ENSMUSG00000154421	292	171	306	265
ENSMUSG00000194116	817	619	392	573
ENSMUSG00000186662	97	131	171	163
ENSMUSG00000214565	147	116	111	96
ENSMUSG00000210907	330	189	295	306
ENSMUSG00000111690	3	0	3	1
ENSMUSG00000189611	3244	1395	1971	2275
ENSMUSG00000202022	22	17	10	30
ENSMUSG00000166863	9	22	22	19
ENSMUSG00000119516	591	419	479	151
ENSMUSG00000196791	290	199	79	222
ENSMUSG00000159309	11	19	11	7
ENSMUSG00000166234	223	186	119	201
ENSMUSG00000125170	19	14	20	14
ENSMUSG00000111920	32	28	48	26
ENSMUSG00000183016	6	7	5	11
ENSMUSG00000140348	27	29	36	24
ENSMUSG00000112971	412	176	405	327
ENSMUSG00000114148	180	259	184	154
ENSMUSG00000114107	416	396	291	254
ENSMUSG00000130914	873	725	1082	900
ENSMUSG00000190417	250	91	142	168
ENSMUSG00000151872	39	35	31	45
ENSMUSG00000187787	83	38	83	117
ENSMUSG00000145421	5142	4446	3184	3946
ENSMUSG00000139218	248	171	242	156
ENSMUSG00000156235	310	316	321	418
ENSMUSG00000179384	82	187	81	129
ENSMUSG00000188795	280	248	118	306
ENSMUSG00000108183	184	526	235	178
ENSMUSG00000212413	130	181	184	165
ENSMUSG00000199257	173	107	129	85
ENSMUSG00000137937	19	19	32	12
ENSMUSG00000131411	27	33	26	30
ENSMUSG00000163544	265	507	264	455
ENSMUSG00000198062	1050	570	668	780
ENSMUSG00000165760	979	1269	1219	751
ENSMUSG00000177176	142	113	168	226
ENSMUSG00000104075	18	20	19	30
ENSMUSG00000196278	721	541	230	529
ENSMUSG00000147136	221	577	563	224
ENSMUSG00000175192	12	14	4	8
ENSMUSG00000151383	500	553	1289	713
ENSMUSG00000118629	847	361	385	650
ENSMUSG00000196878	7049	3983	2983	2693
ENSMUSG00000169179	21	13	18	14
ENSMUSG00000153821	12	13	8	10
ENSMUSG00000125724	426	886	698	1279
ENSMUSG00000118079	2	6	8	4
ENSMUSG00000188572	13	54	17	32
ENSMUSG00000102714	19	12	20	16
ENSMUSG00000106946	21	23	34	12
ENSMUSG00000108981	7	5	2	1
ENSMUSG00000165508	90	140	85	67
ENSMUSG00000171532	1250	1258	796	823
ENSMUSG00000150832	431	354	404	532
ENSMUSG00000108251	322	368	657	416
ENSMUSG00000133026	103	66	62	94
ENSMUSG00000108208	2457	2928	1490	3240
ENSMUSG00000124164	526	267	713	327
ENSMUSG00000165857	2090	961	1180	2110
ENSMUSG00000135960	11	5	5	5
ENSMUSG00000194738	566	333	315	206
ENSMUSG00000193890	20	12	15	11
ENSMUSG00000145289	319	158	309	309
ENSMUSG00000158815	278	176	175	272
ENSMUSG00000101390	15	12	14	21
ENSMUSG00000151913	216	142	222	212
ENSMUSG00000150240	1428	1143	1658	1022
ENSMUSG00000158355	479	416	267	348
ENSMUSG00000136018	414	530	457	431
ENSMUSG00000180321	21	14	41	12
ENSMUSG00000203475	29	45	56	50
ENSMUSG00000130845	22	15	18	18
ENSMUSG00000218100	94	184	170	200
ENSMUSG00000101435	1670	1650	1574	2914
ENSMUSG00000213111	384	321	415	359
ENSMUSG00000158706	255	173	141	141
ENSMUSG00000218117	14	24	19	8
ENSMUSG00000175806	613	174	444	614
ENSMUSG00000132751	118	79	56	79
ENSMUSG00000115416	6	4	2	2
ENSMUSG00000109156	11	9	1	5
ENSMUSG00000104690	90	84	23	84
ENSMUSG00000186049	47	18	33	13
ENSMUSG00000174623	6098	4164	4621	3686
ENSMUSG00000161352	184	177	274	124
ENSMUSG00000141638	14	12	16	28
ENSMUSG00000133697	66	71	47	67
ENSMUSG00000141361	4544	2941	4321	1907
ENSMUSG00000215121	23	20	28	27
ENSMUSG00000133544	1044	462	517	731
ENSMUSG00000161336	229	336	300	593
ENSMUSG00000198131	3326	3594	3672	2611
ENSMUSG00000206892	198	391	450	391
ENSMUSG00000163354	43	89	66	48
ENSMUSG00000170720	478	285	377	343
ENSMUSG00000182449	172	150	182	335
ENSMUSG00000169912	1526	914	1303	1302
ENSMUSG00000217279	137	132	224	246
ENSMUSG00000215815	19903	8102	7960	8779
ENSMUSG00000203249	190	83	188	277
ENSMUSG00000211367	306	316	297	294
ENSMUSG00000142821	46	62	32	69
ENSMUSG00000135650	142	234	183	205
ENSMUSG00000145099	114	197	134	402
ENSMUSG00000186199	228	209	150	244
ENSMUSG00000154544	1054	538	659	581
ENSMUSG00000144783	44	50	70	53
ENSMUSG00000206544	29	55	35	27
ENSMUSG00000107364	2610	1316	1007	879
ENSMUSG00000121560	85	135	96	113
ENSMUSG00000192290	54	49	59	56
ENSMUSG00000169634	3750	1501	1972	1297
ENSMUSG00000107898	814	838	1493	901
ENSMUSG00000169600	1	3	2	2
ENSMUSG00000214553	55	100	79	99
ENSMUSG00000173637	428	603	496	1028
ENSMUSG00000181767	952	1248	435	940
ENSMUSG00000165866	27	67	44	34
ENSMUSG00000110804	4788	5084	3417	7572
ENSMUSG00000205491	39	34	18	33
ENSMUSG00000208453	58	77	88	129
ENSMUSG00000191025	212	314	120	236
ENSMUSG00000177044	126	139	175	131
ENSMUSG00000144392	909	654	521	734
ENSMUSG00000133966	445	1389	939	1094
ENSMUSG00000152923	117	177	116	207
ENSMUSG00000139922	4082	3159	2543	1393
ENSMUSG00000187460	32	36	42	41
ENSMUSG00000189729	71	104	64	140
ENSMUSG00000202783	2695	4454	4709	4371
ENSMUSG00000167063	210	177	104	206
ENSMUSG00000172752	939	919	1444	1597
ENSMUSG00000148421	51	20	64	46
ENSMUSG00000113557	116	138	85	89
ENSMUSG00000131531	209	111	98	210
ENSMUSG00000200619	193	246	235	130
ENSMUSG00000105074	56	112	88	71
ENSMUSG00000218410	100	105	120	293
ENSMUSG00000124668	583	643	492	502
ENSMUSG00000159509	1810	3269	1483	3481
ENSMUSG00000117351	173	102	212	255
ENSMUSG00000112258	826	508	457	449
ENSMUSG00000180404	1178	911	1055	737
ENSMUSG00000212838	35	12	18	23
ENSMUSG00000171204	9	11	9	11
ENSMUSG00000126476	3722	2064	4642	2266
ENSMUSG00000194830	1515	741	3346	2016
ENSMUSG00000119595	139	244	149	65
ENSMUSG00000110209	212	484	208	260
ENSMUSG00000102278	34	31	24	23
ENSMUSG00000185246	6	14	4	4
ENSMUSG00000122935	174	336	301	288
ENSMUSG00000187570	7	8	6	16
ENSMUSG00000143196	1618	1377	1222	1101
ENSMUSG00000172191	39	36	42	48
ENSMUSG00000180830	203	140	497	275
ENSMUSG00000127562	6944	7009	6374	4015
ENSMUSG00000189119	4932	9615	6317	6722
ENSMUSG00000162475	104	105	135	70
ENSMUSG00000119481	1701	1836	1267	1518
ENSMUSG00000147103	14	12	21	22
ENSMUSG00000163096	94	78	85	42
ENSMUSG00000178992	531	303	438	438
ENSMUSG00000177670	1799	2130	4300	2506
ENSMUSG00000206665	52	54	55	45
ENSMUSG00000205402	636	263	515	229
ENSMUSG00000192794	364	275	212	279
ENSMUSG00000163265	20	12	14	11
ENSMUSG00000131472	115	140	91	97
ENSMUSG00000130305	3699	2848	3289	3967
ENSMUSG00000117151	155	202	67	114
ENSMUSG00000127702	403	444	377	625
ENSMUSG00000202868	1014	695	788	1872
ENSMUSG00000125205	39	36	47	58
ENSMUSG00000158968	1906	2071	1935	1198
ENSMUSG00000216367	4974	4723	2677	1541
ENSMUSG00000146922	4896	4905	3326	5062
ENSMUSG00000191281	2440	1365	2248	1526
ENSMUSG00000104610	56	56	21	48
ENSMUSG00000113546	121	27	83	48
ENSMUSG00000182239	21	39	32	28
ENSMUSG00000177128	18	8	43	24
ENSMUSG00000185533	17	35	30	40
ENSMUSG00000204309	983	1521	1398	1251
ENSMUSG00000149497	2233	2938	3152	1726
ENSMUSG00000168055	37	56	68	42
ENSMUSG00000139486	488	965	503	1000
ENSMUSG00000152826	14	17	8	7
ENSMUSG00000153360	142	123	145	107
ENSMUSG00000110903	15	19	15	19
ENSMUSG00000207733	5	2	1	5
ENSMUSG00000179683	238	115	151	243
ENSMUSG00000126823	511	122	261	297
ENSMUSG00000126664	66	102	78	83
ENSMUSG00000109606	49	71	46	27
ENSMUSG00000194053	31	37	16	17
ENSMUSG00000198610	127	88	125	128
ENSMUSG00000146998	29	46	61	27
ENSMUSG00000208888	382	265	289	190
ENSMUSG00000113551	6	26	17	6
ENSMUSG00000147608	190	212	181	295
ENSMUSG00000179929	343	439	451	222
ENSMUSG00000189932	4492	1878	1178	2347
ENSMUSG00000185406	1500	1047	1713	796
ENSMUSG00000205541	140	217	190	284
ENSMUSG00000207865	22	26	39	33
ENSMUSG00000150752	6	3	3	2
ENSMUSG00000153830	207	214	318	253
ENSMUSG00000152000	3075	1307	3916	2223
ENSMUSG00000199026	5731	4564	3975	5043
ENSMUSG00000165877	0	2	2	0
ENSMUSG00000128641	50	31	18	18
ENSMUSG00000156489	52	85	59	101
ENSMUSG00000213974	7	14	19	12
ENSMUSG00000103955	316	292	296	220
ENSMUSG00000190536	135	187	79	151
ENSMUSG00000177812	76	60	54	49
ENSMUSG00000102305	154	253	159	68
ENSMUSG00000153323	15	4	7	6
ENSMUSG00000111454	15	24	9	23
ENSMUSG00000114950	12	17	28	26
ENSMUSG00000184849	681	326	1041	719
ENSMUSG00000101898	14	7	9	2
ENSMUSG00000201212	46	137	85	168
ENSMUSG00000116568	1299	514	659	1001
ENSMUSG00000105627	136	144	159	121
ENSMUSG00000145512	939	1406	762	720
ENSMUSG00000187750	48	52	38	37
ENSMUSG00000184970	237	461	389	172
ENSMUSG00000150756	601	651	1102	1285
ENSMUSG00000174241	11263	19456	8347	13898
ENSMUSG00000202157	493	712	519	796
ENSMUSG00000130725	2000	3334	2969	3818
ENSMUSG00000117840	209	94	128	76
ENSMUSG00000155333	177	179	149	178
ENSMUSG00000149678	1671	3382	5906	3317
ENSMUSG00000102991	757	360	654	240
ENSMUSG00000185081	7721	4621	2293	2401
ENSMUSG00000212521	529	511	561	1009
ENSMUSG00000141986	8627	14837	11410	12638
ENSMUSG00000100493	16773	14776	16312	17102
ENSMUSG00000146328	38	59	23	36
ENSMUSG00000130842	5611	6512	2600	5779
ENSMUSG00000202242	484	245	240	573
ENSMUSG00000105489	554	428	479	517
ENSMUSG00000131772	89	104	72	149
ENSMUSG00000174747	1954	564	323	337
ENSMUSG00000181442	20	24	18	18
ENSMUSG00000178309	44	32	21	30
ENSMUSG00000154897	53	38	18	35
ENSMUSG00000190581	604	427	346	292
ENSMUSG00000107982	1480	931	1075	850
ENSMUSG00000115033	770	579	1162	740
ENSMUSG00000169352	328	609	259	326
ENSMUSG00000154155	51	49	63	58
ENSMUSG00000165345	6	5	8	8
ENSMUSG00000208218	484	359	322	547
ENSMUSG00000211777	531	312	373	129
ENSMUSG00000100189	258	163	368	251
ENSMUSG00000196609	1662	2793	2250	2136
ENSMUSG00000130517	171	71	84	110
ENSMUSG00000142455	126	68	119	70
ENSMUSG00000178362	2	1	0	1
ENSMUSG00000155346	298	554	675	607
ENSMUSG00000200577	191	191	249	150
ENSMUSG00000203736	16	46	25	41
ENSMUSG00000125092	412	184	385	324
ENSMUSG00000127403	7	19	16	6
ENSMUSG00000188018	53	52	25	33
ENSMUSG00000118750	6362	5465	7704	10468
ENSMUSG00000144827	526	627	679	693
ENSMUSG00000135572	1142	586	869	668
ENSMUSG00000109674	2585	659	650	376
ENSMUSG00000213552	457	567	718	384
ENSMUSG00000116675	206	217	139	205
ENSMUSG00000213053	14165	17676	15277	12910
ENSMUSG00000104353	260	118	145	152
ENSMUSG00000143824	741	1087	785	1199
ENSMUSG00000125226	61	142	181	123
ENSMUSG00000105497	99	70	68	63
ENSMUSG00000162547	1	3	1	0
ENSMUSG00000132261	7	0	2	1
ENSMUSG00000146136	4490	4131	1647	2415
ENSMUSG00000211941	3858	1741	2011	4050
ENSMUSG00000203787	53	45	90	72
ENSMUSG00000205232	253	175	102	186
ENSMUSG00000148891	263	570	392	288
ENSMUSG00000133278	42	13	18	23
ENSMUSG00000122302	3203	7713	4840	3260
ENSMUSG00000127168	12	16	8	5
ENSMUSG00000124969	64	19	56	19
ENSMUSG00000205603	1	1	2	2
ENSMUSG00000140977	2069	4454	3270	2564
ENSMUSG00000139579	179	200	98	158
ENSMUSG00000164177	4692	3618	4544	1479
ENSMUSG00000187642	38	19	12	36
ENSMUSG00000119299	227	156	378	546
ENSMUSG00000159132	190	182	130	97
ENSMUSG00000169235	309	194	208	171
ENSMUSG00000213948	10989	6084	6998	10826
ENSMUSG00000183687	19022	14251	15092	20163
ENSMUSG00000159658	2646	2134	2729	2645
ENSMUSG00000214227	244	109	75	41
ENSMUSG00000197416	585	773	782	422
ENSMUSG00000180714	4156	4066	3205	2431
ENSMUSG00000185422	454	247	306	414
ENSMUSG00000207706	372	193	399	510
ENSMUSG00000118613	522	345	304	509
ENSMUSG00000162540	57	33	36	20
ENSMUSG00000190783	129	326	432	326
ENSMUSG00000158445	2502	1838	3416	5067
ENSMUSG00000100905	13	19	25	21
ENSMUSG00000149041	462	185	116	149
ENSMUSG00000210695	485	776	538	975
ENSMUSG00000179402	13	12	16	12
ENSMUSG00000139094	107	97	85	103
ENSMUSG00000123145	5	10	8	2
ENSMUSG00000189730	71	59	51	27
ENSMUSG00000142979	12	11	8	9
ENSMUSG00000178578	16	24	30	24
ENSMUSG00000164962	41	57	20	33
ENSMUSG00000151842	70	95	63	72
ENSMUSG00000183000	137	126	111	167
ENSMUSG00000210046	3	1	1	1
ENSMUSG00000105723	5288	5364	2972	4113
ENSMUSG00000178462	63	78	106	120
ENSMUSG00000197931	15	13	18	10
ENSMUSG00000194247	51	52	52	66
ENSMUSG00000199126	180	256	286	488
ENSMUSG00000177482	15	29	29	34
ENSMUSG00000204230	91	50	71	87
ENSMUSG00000181240	56	89	77	67
ENSMUSG00000209103	898	578	522	190
ENSMUSG00000197306	31	33	36	30
ENSMUSG00000209411	280	479	377	683
ENSMUSG00000101667	271	324	296	190
ENSMUSG00000190333	139	126	84	88
ENSMUSG00000183716	1565	1749	2061	1674
ENSMUSG00000125451	146	227	185	174
ENSMUSG00000212938	20	14	3	17
ENSMUSG00000205324	414	381	277	224
ENSMUSG00000122646	239	222	208	458
ENSMUSG00000208443	115	97	131	231
ENSMUSG00000190546	525	182	192	246
ENSMUSG00000140690	36940	14515	14624	12946
ENSMUSG00000177950	270	145	218	139
ENSMUSG00000179401	416	445	432	274
ENSMUSG00000106631	79	63	94	46
ENSMUSG00000148140	945	2605	1653	2421
ENSMUSG00000122859	204	102	153	129
ENSMUSG00000170871	64	38	20	18
ENSMUSG00000164908	13	15	16	24
ENSMUSG00000148975	590	418	375	511
ENSMUSG00000206291	370	494	751	401
ENSMUSG00000198643	3	5	11	4
ENSMUSG00000166367	45	34	42	37
ENSMUSG00000214303	702	728	430	517
ENSMUSG00000167265	753	695	1009	913
ENSMUSG00000124230	21	8	15	7
ENSMUSG00000166551	29	101	56	84
ENSMUSG00000214811	356	474	847	1057
ENSMUSG00000179090	61	44	44	86
ENSMUSG00000134928	89	48	70	65
ENSMUSG00000136794	44	61	48	74
ENSMUSG00000179284	8	16	10	14
ENSMUSG00000141276	162	135	197	208
ENSMUSG00000107134	392	461	263	244
ENSMUSG00000205097	23	4	6	16
ENSMUSG00000121358	127	226	178	161
ENSMUSG00000124886	1434	1490	1297	2145
ENSMUSG00000197686	219	150	201	355
ENSMUSG00000162182	1227	1158	770	2037
ENSMUSG00000173709	55	71	90	41
ENSMUSG00000105784	3496	3179	2061	1643
ENSMUSG00000174526	84	25	19	34
ENSMUSG00000104832	7999	7366	7640	5600
ENSMUSG00000142313	42	76	60	30
ENSMUSG00000200197	48	23	44	53
ENSMUSG00000125346	24	18	16	32
ENSMUSG00000172477	40	107	101	105
ENSMUSG00000208444	44	51	65	79
ENSMUSG00000144694	24	54	37	36
ENSMUSG00000202537	31	69	91	97
ENSMUSG00000103504	442	583	553	717
ENSMUSG00000187039	521	1241	784	560
ENSMUSG00000217134	73	100	87	99
ENSMUSG00000210351	2393	1805	3864	1887
ENSMUSG00000202615	12	11	23	18
ENSMUSG00000218871	21	13	18	17
ENSMUSG00000197004	14	18	9	15
ENSMUSG00000152815	1253	308	606	462
ENSMUSG00000111958	15	6	8	9
ENSMUSG00000216387	7	8	8	7
ENSMUSG00000138174	2503	2471	2848	2431
ENSMUSG00000209704	6302	6128	3860	2823
ENSMUSG00000150466	2771	2644	2400	3786
ENSMUSG00000173987	3	4	6	8
ENSMUSG00000172625	160	134	143	129
ENSMUSG00000214426	1255	1084	832	992
ENSMUSG00000165786	123	122	139	111
ENSMUSG00000109081	1	8	8	8
ENSMUSG00000159691	215	130	61	75
ENSMUSG00000160349	11	4	3	7
ENSMUSG00000217524	14	5	8	13
ENSMUSG00000180635	15619	10983	11036	11762
ENSMUSG00000137739	545	421	833	445
ENSMUSG00000163947	8	15	6	10
ENSMUSG00000205114	12	7	1	8
ENSMUSG00000110865	243	471	466	545
ENSMUSG00000176946	88	22	86	61
ENSMUSG00000204253	571	469	564	1107
ENSMUSG00000208693	44	43	32	42
ENSMUSG00000155451	113	82	113	107
ENSMUSG00000211174	148	268	183	98
ENSMUSG00000171415	19	17	11	14
ENSMUSG00000163722	4	0	3	2
ENSMUSG00000160036	13	14	32	9
ENSMUSG00000210314	27	20	39	31
ENSMUSG00000194916	115	61	72	97
ENSMUSG00000150086	83	165	130	125
ENSMUSG00000101424	103	79	141	118
ENSMUSG00000215479	615	359	411	433
ENSMUSG00000185287	33	44	42	20
ENSMUSG00000172524	5553	3525	2560	3938
ENSMUSG00000137856	7515	7570	8865	7132
ENSMUSG00000167083	158	357	410	335
ENSMUSG00000107774	248	159	222	104
ENSMUSG00000200511	1348	1031	1712	2508
ENSMUSG00000156048	718	235	586	383
ENSMUSG00000181234	243	198	192	219
ENSMUSG00000112832	82	194	157	84
ENSMUSG00000185543	19	37	43	48
ENSMUSG00000162758	12	9	13	26
ENSMUSG00000198176	1432	456	391	691
ENSMUSG00000160848	1962	960	1705	2026
ENSMUSG00000194210	12	19	14	27
ENSMUSG00000126275	85	93	104	130
ENSMUSG00000137912	422	149	271	294
ENSMUSG00000182839	45	65	93	28
ENSMUSG00000189581	31	18	17	13
ENSMUSG00000105638	63	113	82	44
ENSMUSG00000169220	1	5	2	4
ENSMUSG00000190908	120	101	85	89
ENSMUSG00000177191	77	65	120	38
ENSMUSG00000209102	16058	6843	6158	9904
ENSMUSG00000180892	852	520	782	928
ENSMUSG00000203641	72	85	55	38
ENSMUSG00000158148	132	215	307	120
ENSMUSG00000195827	3657	2887	2707	5998
ENSMUSG00000182095	4274	6625	3456	5405
ENSMUSG00000192668	302	184	284	259
ENSMUSG00000103738	89	98	160	153
ENSMUSG00000183375	4	9	5	8
ENSMUSG00000207579	77	43	57	71
ENSMUSG00000115513	113	59	118	136
ENSMUSG00000128448	40	42	21	18
ENSMUSG00000197765	6273	3959	2610	4373
ENSMUSG00000119199	3	3	7	10
ENSMUSG00000125336	149	98	122	149
ENSMUSG00000208762	161	296	248	427
ENSMUSG00000150473	559	196	710	476
ENSMUSG00000143853	2672	3962	4348	5485
ENSMUSG00000112812	4	8	4	15
ENSMUSG00000153953	28	34	31	40
ENSMUSG00000153241	191	201	269	223
ENSMUSG00000109579	202	304	115	131
ENSMUSG00000216090	43	59	68	35
ENSMUSG00000110704	22	28	22	20
ENSMUSG00000163338	1333	1112	1472	895
ENSMUSG00000127728	17	18	17	20
ENSMUSG00000146029	140	74	53	73
ENSMUSG00000130414	1625	4362	1941	2218
ENSMUSG00000217220	6876	2900	5973	4106
ENSMUSG00000133814	832	1048	621	983
ENSMUSG00000126437	47	36	36	17
ENSMUSG00000198715	22	22	26	20
ENSMUSG00000176194	32	21	20	15
ENSMUSG00000203996	14	16	13	22
ENSMUSG00000117680	91	47	68	37
ENSMUSG00000168508	3149	2460	1274	1435
ENSMUSG00000127737	359	279	155	328
ENSMUSG00000120287	94	18	30	36
ENSMUSG00000123819	13	25	27	26
ENSMUSG00000216668	8	11	15	7
ENSMUSG00000109052	2897	1737	988	1319
ENSMUSG00000152943	7	12	3	5
ENSMUSG00000158604	428	303	379	146
ENSMUSG00000113613	1	10	6	17
ENSMUSG00000174611	13	11	19	15
ENSMUSG00000194445	4	4	12	5
ENSMUSG00000202334	820	1219	1056	1131
ENSMUSG00000126744	167	74	127	143
ENSMUSG00000109871	48757	29039	24626	22030
ENSMUSG00000207897	34	10	16	12
ENSMUSG00000101279	23	14	20	15
ENSMUSG00000198702	418	278	369	483
ENSMUSG00000172765	193	425	312	313
ENSMUSG00000186912	117	96	61	113
ENSMUSG00000187018	1	2	2	2
ENSMUSG00000172055	2948	1476	2509	3959
ENSMUSG00000117901	392	519	533	722
ENSMUSG00000138376	345	287	538	225
ENSMUSG00000203852	39	28	79	93
ENSMUSG00000172277	519	601	415	430
ENSMUSG00000216373	35	76	43	30
ENSMUSG00000184381	106	153	201	120
ENSMUSG00000170197	127	63	105	117
ENSMUSG00000166065	1407	2057	1649	2175
ENSMUSG00000191417	47	30	54	84
ENSMUSG00000137711	74	48	30	44
ENSMUSG00000125533	1500	741	799	1048
ENSMUSG00000102663	290	251	129	201
ENSMUSG00000195762	115	150	125	110
ENSMUSG00000123041	95	77	94	156
ENSMUSG00000176398	805	1277	1170	1025
ENSMUSG00000115406	49	21	45	39
ENSMUSG00000145284	373	564	445	302
ENSMUSG00000160139	7622	6466	11099	4860
ENSMUSG00000177317	193	380	343	394
ENSMUSG00000138724	43	45	33	18
ENSMUSG00000158586	19	6	10	17
ENSMUSG00000212676	186	95	188	239
ENSMUSG00000215102	24	5	12	13
ENSMUSG00000160835	7	3	12	3
ENSMUSG00000163243	23	21	22	31
ENSMUSG00000146697	17	11	9	8
ENSMUSG00000130898	950	713	1049	515
ENSMUSG00000137186	12	4	3	9
ENSMUSG00000169963	4565	4109	2715	3936
ENSMUSG00000125678	27	30	26	34
ENSMUSG00000111661	218	119	40	145
ENSMUSG00000145966	729	424	549	509
ENSMUSG00000159351	143	294	205	229
ENSMUSG00000160492	1150	767	887	550
ENSMUSG00000215867	18	24	16	24
ENSMUSG00000148019	2	0	1	2
ENSMUSG00000201687	85	76	74	62
ENSMUSG00000165277	1	4	5	6
ENSMUSG00000145205	46	55	43	80
ENSMUSG00000208584	527	1021	488	770
ENSMUSG00000160252	61	97	83	97
ENSMUSG00000177879	49	38	35	34
ENSMUSG00000150216	8	11	13	15
ENSMUSG00000147822	104	120	41	87
ENSMUSG00000150842	161	135	111	54
ENSMUSG00000157847	6	3	5	6
ENSMUSG00000117202	238	320	170	151
ENSMUSG00000128354	16	35	16	12
ENSMUSG00000169614	201	205	110	260
ENSMUSG00000208033	27	27	58	45
ENSMUSG00000129907	447	613	1305	817
ENSMUSG00000171504	397	628	541	1028
ENSMUSG00000120477	121	89	157	200
ENSMUSG00000176425	91	85	110	87
ENSMUSG00000213167	611	291	198	235
ENSMUSG00000102997	2352	2605	2356	2429
ENSMUSG00000153462	918	978	1573	693
ENSMUSG00000168698	205	102	223	152
ENSMUSG00000206477	263	130	282	184
ENSMUSG00000157646	4333	2687	3329	3917
ENSMUSG00000143701	12	2	9	6
ENSMUSG00000117503	306	382	443	242
ENSMUSG00000216184	36	27	16	29
ENSMUSG00000156578	1054	2008	1920	2483
ENSMUSG00000180362	33	51	68	78
ENSMUSG00000133423	141	172	101	53
ENSMUSG00000136681	27	13	14	16
ENSMUSG00000132553	122	212	125	164
ENSMUSG00000197754	420	832	503	930
ENSMUSG00000133552	6324	2696	3460	3354
ENSMUSG00000110426	12	15	15	13
ENSMUSG00000212749	93	52	68	64
ENSMUSG00000105469	67455	27013	78825	54066
ENSMUSG00000105129	773	1222	657	1212
ENSMUSG00000202149	192	193	198	197
ENSMUSG00000194162	373	359	376	347
ENSMUSG00000187697	0	1	1	5
ENSMUSG00000139627	3681	4495	2674	6560
ENSMUSG00000217684	168	176	168	103
ENSMUSG00000200789	7	0	10	9
ENSMUSG00000126492	1349	932	1902	1308
ENSMUSG00000175102	74	16	56	29
ENSMUSG00000178681	34	29	15	18
ENSMUSG00000130004	344	552	381	329
ENSMUSG00000128057	783	231	302	309
ENSMUSG00000200983	72	37	60	72
ENSMUSG00000127694	169	108	116	91
ENSMUSG00000189998	14	13	8	2
ENSMUSG00000106741	14	13	13	8
ENSMUSG00000162311	1004	706	983	1150
ENSMUSG00000139773	1627	2424	2495	2011
ENSMUSG00000105453	289	418	259	317
ENSMUSG00000149803	312	315	609	177
ENSMUSG00000209364	57	102	45	74
ENSMUSG00000203670	231	102	147	174
ENSMUSG00000139519	15	15	24	13
ENSMUSG00000177006	3386	3708	3305	6350
ENSMUSG00000118939	35	48	57	28
ENSMUSG00000210929	387	146	542	453
ENSMUSG00000108277	87	162	153	123
ENSMUSG00000190023	6	11	14	20
ENSMUSG00000187985	9254	8354	8180	9830
ENSMUSG00000219344	30	33	61	72
ENSMUSG00000159151	35	22	43	47
ENSMUSG00000180590	401	162	88	200
ENSMUSG00000184305	25	21	31	8
ENSMUSG00000165005	352	126	70	130
ENSMUSG00000215626	18	24	16	18
ENSMUSG00000138902	312	566	344	1010
ENSMUSG00000185027	194	98	241	118
ENSMUSG00000186014	8	10	15	7
ENSMUSG00000135717	705	1200	1488	1157
ENSMUSG00000103789	287	173	206	274
ENSMUSG00000168744	18	16	12	17
ENSMUSG00000141750	135	276	541	395
ENSMUSG00000140720	435	330	234	449
ENSMUSG00000190524	4504	5596	6750	6138
ENSMUSG00000124325	31	27	20	36
ENSMUSG00000165471	443	875	1286	1441
ENSMUSG00000136010	178	150	114	71
ENSMUSG00000217293	334	356	629	633
ENSMUSG00000122374	62	151	112	165
ENSMUSG00000184240	60	128	125	108
ENSMUSG00000169616	383	445	509	512
ENSMUSG00000195228	23	13	20	21
ENSMUSG00000151551	1	1	3	3
