gene_id	N61311_untreated	N61311_dex	N052611_untreated	N052611_dex	N080611_untreated	N080611_dex	N61311R_untreated	N61311R_dex
ENSG00000112664	650	30	25	47	17	14	25	12
ENSG00000217272	7550	172	163	283	189	203	122	156
ENSG00000107070	5400	149	155	194	110	93	100	233
ENSG00000196775	1450	60	52	74	56	40	45	52
ENSG00000134287	4500	114	186	119	67	146	179	78
ENSG00000136500	5050	101	59	82	72	53	51	101
ENSG00000221360	2900	32	30	30	42	29	55	42
ENSG00000111872	2450	54	28	53	31	29	79	69
ENSG00000111798	10950	235	186	213	160	110	233	216
ENSG00000230608	459850	6526	5805	4786	9078	8341	6417	14983
ENSG00000170346	1750	20	23	36	29	24	25	31
ENSG00000112398	18650	487	367	432	476	286	755	491
ENSG00000202523	800	3	24	7	16	4	15	5
ENSG00000170575	263350	3723	8863	2747	5181	4461	7376	3045
ENSG00000219061	3150	58	55	98	76	101	38	55
ENSG00000151153	9750	233	94	420	142	153	135	178
ENSG00000227971	103550	1947	1854	1814	1498	996	2296	1532
ENSG00000140268	31850	1041	1680	864	1115	1212	1262	1159
ENSG00000148826	650	6	25	5	5	10	12	9
ENSG00000181618	16850	384	457	469	423	600	605	492
ENSG00000115676	4650	72	78	45	47	59	87	121
ENSG00000186957	21000	495	411	399	514	427	312	409
ENSG00000132268	21850	192	287	268	390	128	293	254
ENSG00000121245	29350	536	559	1229	852	563	373	540
ENSG00000132491	7150	335	257	223	308	250	144	225
ENSG00000120068	4250	134	73	169	100	227	91	112
ENSG00000216833	82900	945	1319	1304	818	741	1281	1291
ENSG00000106336	550	8	3	2	4	7	8	4
ENSG00000117531	3000	79	105	49	33	71	57	85
ENSG00000219222	550	18	12	22	13	12	23	20
ENSG00000116562	7500	98	72	96	122	110	76	86
ENSG00000177763	2250	49	45	24	83	40	52	15
ENSG00000114465	4600	139	132	63	162	168	109	132
ENSG00000117590	1800	70	66	67	16	67	47	80
ENSG00000114532	1250	75	22	57	49	46	51	62
ENSG00000159514	400	5	11	14	5	4	7	8
ENSG00000219864	9750	91	350	140	261	165	271	172
ENSG00000115821	18850	202	284	261	515	380	297	321
ENSG00000249756	3900	49	56	45	121	59	97	27
ENSG00000211747	2650	53	22	47	21	23	30	33
ENSG00000216457	1450	52	23	22	38	31	69	54
ENSG00000242689	180050	3809	3085	2423	4091	4331	4924	7361
ENSG00000243738	10800	177	140	224	186	105	137	108
ENSG00000148197	16750	204	185	426	266	360	450	242
ENSG00000249951	4100	74	73	72	85	85	43	54
ENSG00000225392	2000	61	44	48	55	56	37	43
ENSG00000174684	1750	23	34	26	23	20	32	16
ENSG00000241006	181750	4615	9065	3144	6677	2197	8224	4254
ENSG00000178205	250	2	8	9	3	5	12	5
ENSG00000101194	13900	185	212	149	223	435	242	450
ENSG00000164755	8050	88	155	124	72	128	156	165
ENSG00000190294	3350	98	115	58	94	101	170	69
ENSG00000234944	700	8	5	9	9	11	10	6
ENSG00000102745	650	11	11	9	9	8	23	18
ENSG00000206889	57000	1004	929	1233	936	1520	596	697
ENSG00000247320	2550	54	51	22	41	33	35	62
ENSG00000162900	61550	570	1487	1109	1563	705	1993	1259
ENSG00000113096	25600	654	489	720	501	779	356	349
ENSG00000192741	18050	303	425	571	518	511	351	415
ENSG00000118683	20750	766	418	851	658	683	946	605
ENSG00000131690	400	18	11	9	24	32	12	12
ENSG00000172898	1750	31	74	35	84	36	45	44
ENSG00000180603	21150	779	715	775	365	851	827	511
ENSG00000138394	800	10	6	11	5	11	18	8
ENSG00000136400	204450	2607	4076	3102	4739	4467	3983	3545
ENSG00000184144	2700	79	51	60	32	63	61	47
ENSG00000174033	8600	113	120	158	157	126	43	111
ENSG00000137163	850	12	15	16	13	23	26	15
ENSG00000186859	32300	170	519	93	478	121	281	256
ENSG00000210812	1450	39	27	22	29	44	26	17
ENSG00000186036	4000	170	73	101	89	76	87	55
ENSG00000108742	350	13	9	20	13	13	9	10
ENSG00000218976	71900	2280	2682	1357	1762	1790	1578	1021
ENSG00000219550	300	4	2	1	5	14	9	3
ENSG00000114156	16450	321	343	251	415	335	182	404
ENSG00000156283	9800	176	292	316	205	176	287	216
ENSG00000242854	37850	557	475	311	275	418	608	413
ENSG00000182496	1350	21	19	15	16	23	14	13
ENSG00000208636	30500	1411	741	1673	1157	866	886	1102
ENSG00000242300	56150	1164	756	801	449	985	617	1033
ENSG00000144581	8650	180	206	127	199	276	114	152
ENSG00000234389	9000	308	358	234	449	328	335	268
ENSG00000151945	5150	66	106	166	102	76	96	99
ENSG00000165356	21150	544	518	675	746	487	541	545
ENSG00000134881	1550	35	23	28	45	11	40	35
ENSG00000179460	16900	412	437	467	470	485	408	387
ENSG00000122682	17350	505	232	374	190	238	374	466
ENSG00000246331	350	6	6	9	10	15	5	13
ENSG00000233551	0	0	0	2	0	0	0	1
ENSG00000222721	7150	88	76	159	110	152	149	75
ENSG00000137485	10250	140	208	102	360	203	149	114
ENSG00000177796	90750	2643	1375	1586	2235	2317	2482	1267
ENSG00000150507	17050	212	210	200	115	105	173	91
ENSG00000196079	3150	48	16	36	44	59	76	56
ENSG00000186609	300	12	22	12	6	9	13	9
ENSG00000205509	5800	114	105	124	94	100	167	145
ENSG00000100867	4550	45	53	47	164	35	103	48
ENSG00000115384	650	16	17	13	12	21	27	5
ENSG00000106501	4050	197	153	106	124	86	102	98
ENSG00000192882	35400	936	1166	652	1198	1437	472	1777
ENSG00000147238	4900	180	176	217	131	169	93	154
ENSG00000155900	1050	12	12	12	7	23	23	15
ENSG00000124113	22750	260	530	520	659	319	404	210
ENSG00000217733	500	14	11	14	8	21	8	21
ENSG00000189525	250	9	7	6	9	10	8	16
ENSG00000102326	14200	509	372	362	251	382	206	176
ENSG00000229438	1750	35	40	40	22	44	30	77
ENSG00000191649	51750	1696	1419	610	879	980	809	1214
ENSG00000214247	6450	369	280	215	189	299	228	248
ENSG00000134875	1800	28	23	27	31	26	35	46
ENSG00000156032	18700	205	243	285	212	306	191	133
ENSG00000235575	149450	1901	1980	1854	1626	5054	2026	1495
ENSG00000244436	3200	82	121	116	100	73	72	149
ENSG00000231722	1100	26	20	21	9	26	19	21
ENSG00000222639	2850	35	25	47	21	68	50	37
ENSG00000203354	1200	30	21	37	31	22	23	22
ENSG00000239652	350	11	11	15	9	18	28	7
ENSG00000203098	450	13	9	12	8	10	10	15
ENSG00000148173	10500	175	307	312	417	371	345	372
ENSG00000164591	78300	1665	1187	1736	1505	1312	2147	1472
ENSG00000183283	2800	81	94	81	54	87	90	72
ENSG00000143980	44250	1017	613	528	980	657	518	1048
ENSG00000238833	37850	1017	953	1075	956	1222	1226	1242
ENSG00000141241	135450	3731	4276	4006	4785	2218	3715	4652
ENSG00000210690	4150	76	95	229	117	105	87	50
ENSG00000199919	2850	113	78	124	44	101	82	84
ENSG00000118570	23350	316	244	318	445	462	447	518
ENSG00000163800	9050	249	138	267	247	175	143	297
ENSG00000202892	13600	336	248	384	208	487	296	285
ENSG00000169106	53400	2005	3372	3157	1822	1666	2207	1598
ENSG00000204085	2700	41	65	81	67	22	62	72
ENSG00000247958	13800	261	307	235	228	205	145	269
ENSG00000155323	1350	11	14	24	21	26	30	15
ENSG00000202748	3650	61	93	57	104	108	67	99
ENSG00000129389	1700	45	49	60	35	22	31	33
ENSG00000227572	1300	33	33	33	33	43	32	42
ENSG00000214173	7650	78	152	140	222	134	183	86
ENSG00000137819	2050	50	78	49	71	39	109	65
ENSG00000185413	28250	217	550	379	861	280	549	170
ENSG00000199380	47450	871	364	744	390	538	682	945
ENSG00000148067	100	6	7	5	4	3	15	3
ENSG00000166544	73150	828	1364	1208	1312	1407	963	1383
ENSG00000153114	100	2	1	0	4	4	0	1
ENSG00000242147	10700	178	250	215	259	280	149	337
ENSG00000241102	34650	746	611	1034	571	273	686	361
ENSG00000205361	2050	59	28	20	55	57	51	13
ENSG00000178380	2650	83	155	88	115	76	76	88
ENSG00000115857	1550	53	21	46	34	40	16	23
ENSG00000135721	47300	702	674	254	550	638	1169	583
ENSG00000234490	50	2	1	2	1	0	0	0
ENSG00000239959	700	25	30	14	13	32	23	23
ENSG00000123910	100	5	3	1	2	5	5	5
ENSG00000195770	14950	129	190	210	238	151	115	127
ENSG00000214520	67800	1514	1718	2383	1178	1226	2749	1748
ENSG00000167120	75400	1304	1730	1190	2478	1799	1105	1662
ENSG00000159494	18400	187	667	695	671	360	571	299
ENSG00000133406	23100	185	253	247	181	500	154	275
ENSG00000124084	1700	16	36	41	24	41	32	32
ENSG00000220471	93150	2005	1059	1282	1619	1375	1771	1426
ENSG00000161638	37550	583	463	651	293	285	321	612
ENSG00000197010	1650	29	27	11	38	26	47	33
ENSG00000141795	250	5	6	13	9	12	7	1
ENSG00000172694	1900	44	31	39	31	70	30	43
ENSG00000195448	75250	962	1163	914	646	1860	1484	1174
ENSG00000101938	83250	2825	1887	751	1171	1623	1136	1887
ENSG00000168469	374050	4077	3733	4089	5831	2182	2414	4020
ENSG00000171494	2150	31	75	53	33	31	93	24
ENSG00000150576	3200	42	106	61	55	83	56	92
ENSG00000186608	309600	1981	4272	2600	3645	1960	3685	2386
ENSG00000216443	10700	306	195	306	91	296	254	185
ENSG00000117310	72600	508	1790	1117	1452	687	1442	566
ENSG00000112008	500	11	14	5	12	4	6	14
ENSG00000191319	3600	68	99	64	79	57	48	41
ENSG00000233698	6000	181	112	139	141	93	245	210
ENSG00000211909	6200	96	89	55	96	73	53	77
ENSG00000186193	3100	44	56	71	91	55	142	69
ENSG00000179853	200	6	14	9	8	14	1	4
ENSG00000117800	129600	4344	5561	1665	4949	3106	3079	3619
ENSG00000248678	8100	256	183	161	206	286	85	122
ENSG00000104360	50	13	8	3	10	6	5	10
ENSG00000155448	118600	817	722	838	1931	827	624	748
ENSG00000187470	8750	273	164	191	219	155	179	204
ENSG00000191048	26800	957	384	322	494	381	485	556
ENSG00000112901	5500	90	99	137	85	100	90	53
ENSG00000181095	1950	36	44	26	34	29	33	46
ENSG00000116647	1950	42	38	24	45	28	30	46
ENSG00000140500	10300	246	392	366	274	462	152	412
ENSG00000183242	48950	878	829	781	361	1131	784	904
ENSG00000171020	9100	509	353	408	561	187	581	442
ENSG00000101187	16900	723	389	548	285	634	717	890
ENSG00000218836	71100	1627	2135	1233	1409	1996	1319	791
ENSG00000164874	39000	183	1108	181	514	124	469	220
ENSG00000217229	58000	1601	1137	1092	1943	1241	1336	1115
ENSG00000172858	47750	997	1048	1327	1288	900	1832	2360
ENSG00000113803	27950	270	238	239	255	295	174	251
ENSG00000124388	8400	93	112	156	101	103	102	223
ENSG00000179920	2050	25	55	56	65	99	51	38
ENSG00000193752	1550	18	28	13	29	21	48	10
ENSG00000223118	650	2	1	1	5	4	2	5
ENSG00000119323	79350	2166	2040	2690	2038	1805	2403	2303
ENSG00000150174	5550	83	129	120	127	106	119	147
ENSG00000184815	4750	24	77	44	135	73	83	40
ENSG00000227859	129250	3294	3673	3870	4145	3912	3719	1531
ENSG00000162124	56400	1105	1661	869	1843	804	960	1936
ENSG00000216192	12450	87	212	180	252	167	52	132
ENSG00000148781	33950	831	1498	905	1181	1129	1770	1954
ENSG00000152023	16150	111	129	118	167	134	124	132
ENSG00000125464	43650	509	1033	154	1065	345	478	293
ENSG00000237092	176300	8838	6312	7818	6074	7126	4388	3248
ENSG00000101416	92350	2510	2191	1115	545	1041	1229	864
ENSG00000100280	4800	95	111	136	79	122	120	133
ENSG00000226457	20300	780	693	737	653	868	591	665
ENSG00000118059	73050	605	2283	1553	2304	1746	1148	2094
ENSG00000127258	5200	157	146	110	79	139	116	190
ENSG00000128928	4300	116	36	60	58	59	47	53
ENSG00000148854	279350	2892	7781	9846	5472	5220	8736	6511
ENSG00000202671	1600	93	66	61	111	62	110	90
ENSG00000181710	600	12	7	23	11	11	12	9
ENSG00000212475	16800	144	242	171	209	208	255	178
ENSG00000186156	777300	16065	20968	17673	21387	23704	16049	7936
ENSG00000191675	39100	815	429	703	784	640	577	773
ENSG00000134684	38700	1018	1140	923	957	1373	1094	887
ENSG00000188405	150	4	2	0	1	4	1	2
ENSG00000209497	2950	92	39	52	70	80	54	55
ENSG00000189449	151750	2445	2947	2721	1766	1652	1366	2249
ENSG00000221449	8050	79	127	68	171	49	115	93
ENSG00000114160	81650	2531	2395	2933	2384	2186	3427	2783
ENSG00000112535	35200	581	492	361	437	680	438	502
ENSG00000235275	42350	513	734	351	728	217	873	405
ENSG00000152294	429250	2075	3838	5897	5566	3702	4538	7271
ENSG00000214982	5150	87	75	72	70	122	66	72
ENSG00000179806	2850	112	46	78	102	28	67	90
ENSG00000220882	14000	187	511	241	675	108	747	220
ENSG00000180660	26350	216	592	318	433	290	832	247
ENSG00000190111	300	6	1	6	7	7	7	12
ENSG00000109001	70050	2368	3432	1798	2936	2702	1746	3062
ENSG00000147789	18350	215	423	270	359	327	191	376
ENSG00000104290	5350	168	145	227	101	149	250	188
ENSG00000238231	43700	701	473	385	590	756	811	494
ENSG00000123943	2550	108	85	87	102	69	115	101
ENSG00000212661	221650	3096	6477	1220	5408	1559	6401	2830
ENSG00000198105	12150	253	181	216	116	195	199	236
ENSG00000217580	38050	354	583	1273	644	1090	652	603
ENSG00000148647	1150	41	23	54	40	35	20	24
ENSG00000163061	10850	124	152	98	72	124	108	81
ENSG00000244441	33200	325	647	401	459	522	379	408
ENSG00000156176	1100	41	43	25	26	24	37	17
ENSG00000164572	2200	58	31	50	45	40	36	52
ENSG00000128038	15900	149	170	149	164	209	140	146
ENSG00000149770	38600	954	1587	2639	2556	1513	1805	1393
ENSG00000206652	31250	992	815	664	806	1141	528	970
ENSG00000145439	79100	967	871	1205	840	729	1094	1208
ENSG00000205783	15750	444	264	299	423	440	412	338
ENSG00000200935	45350	1228	1402	535	1341	1512	1060	1745
ENSG00000184588	141500	4826	4655	8875	4867	2677	2917	4738
ENSG00000240088	11800	369	377	221	197	162	385	129
ENSG00000156267	20100	462	297	436	162	297	611	428
ENSG00000175264	22700	504	888	539	974	339	539	624
ENSG00000210164	100	0	3	3	3	6	0	3
ENSG00000167173	28650	211	322	103	261	154	255	179
ENSG00000118193	30900	413	360	487	261	396	460	578
ENSG00000156462	72100	963	2560	660	1610	1322	2015	943
ENSG00000169251	5450	79	54	56	96	69	99	75
ENSG00000136550	99800	1426	1986	1567	951	1552	1012	700
ENSG00000202080	2000	24	101	69	59	65	77	48
ENSG00000142687	3950	128	111	139	61	198	143	114
ENSG00000237546	549100	4820	2699	3484	6971	6617	3015	6392
ENSG00000237984	700	7	11	22	13	12	10	7
ENSG00000209553	7900	166	77	180	237	152	96	172
ENSG00000144674	7050	155	228	133	133	103	159	103
ENSG00000184587	6000	137	189	127	220	126	152	142
ENSG00000144240	7500	41	96	37	131	53	136	67
ENSG00000164004	25750	709	510	592	1043	1101	533	983
ENSG00000101628	1350	22	16	13	19	39	15	15
ENSG00000236888	500	21	13	11	9	10	12	14
ENSG00000184724	18050	521	285	547	332	208	656	786
ENSG00000106953	650	13	20	19	14	30	9	19
ENSG00000104633	22000	319	152	526	450	496	691	469
ENSG00000120657	9700	193	242	270	209	225	182	208
ENSG00000165274	2400	40	9	54	33	60	23	57
ENSG00000227267	3000	44	60	99	60	64	70	92
ENSG00000132017	4650	79	161	105	217	152	75	151
ENSG00000224913	19650	246	596	128	161	390	357	312
ENSG00000190391	1800	50	38	51	61	46	45	27
ENSG00000102831	5300	108	135	109	79	81	164	106
ENSG00000104598	450	10	17	12	22	13	11	11
ENSG00000186735	3150	71	127	67	122	42	107	153
ENSG00000122185	250	4	2	8	10	4	2	5
ENSG00000123250	7500	115	73	64	181	173	230	147
ENSG00000155834	3900	66	65	28	38	65	74	63
ENSG00000141232	604800	9430	8852	10369	7958	4803	19144	11100
ENSG00000179424	127200	2340	2438	1790	2260	1350	1936	1555
ENSG00000158098	3350	124	190	69	162	119	120	90
ENSG00000114559	31150	1477	1018	2358	865	1060	911	1135
ENSG00000176199	16350	330	235	218	199	414	227	141
ENSG00000242337	1350	19	15	8	16	23	37	9
ENSG00000208022	0	2	2	1	4	1	1	0
ENSG00000249172	99850	1431	1609	777	908	1436	2427	1215
ENSG00000162392	14950	242	359	409	313	273	278	403
ENSG00000230854	300	1	6	3	3	4	8	8
ENSG00000154100	45750	467	569	538	823	574	506	691
ENSG00000239803	68000	854	890	304	642	984	978	1666
ENSG00000247446	1350	60	30	29	28	45	28	65
ENSG00000155249	33750	414	805	495	1807	753	289	567
ENSG00000239191	200	3	5	7	1	1	2	4
ENSG00000169557	4850	87	98	100	101	180	162	77
ENSG00000213896	10050	187	90	111	264	210	207	220
ENSG00000194169	37900	807	835	636	754	574	708	739
ENSG00000105768	18800	352	351	330	284	258	372	294
ENSG00000129722	16750	341	371	234	207	231	248	303
ENSG00000166180	27600	547	511	435	512	662	519	437
ENSG00000152127	3300	36	79	38	103	37	163	41
ENSG00000203236	139900	2342	3513	2471	4945	1625	3743	2610
ENSG00000184031	6000	63	71	75	95	97	63	52
ENSG00000179446	25700	704	802	919	795	1346	776	845
ENSG00000122525	7900	220	109	133	120	112	166	150
ENSG00000165178	5850	46	121	67	101	79	94	147
ENSG00000131542	27150	492	594	374	500	794	713	293
ENSG00000165336	12800	438	468	394	226	439	349	413
ENSG00000236540	154300	1719	1643	1770	1937	3481	1791	3697
ENSG00000161650	76500	1969	1681	907	1674	1312	1087	1275
ENSG00000196569	3400	75	55	42	55	54	25	52
ENSG00000116163	13400	492	484	480	574	523	316	439
ENSG00000226006	22800	300	486	191	209	174	295	218
ENSG00000225211	3900	44	81	52	69	25	96	18
ENSG00000205627	500	12	14	26	9	15	16	9
ENSG00000179091	15000	334	283	300	187	257	234	178
ENSG00000176556	2800	26	97	38	79	71	31	55
ENSG00000239039	800	26	10	29	4	13	8	21
ENSG00000242607	5050	112	284	60	150	109	54	112
ENSG00000120669	16350	289	136	274	416	180	421	380
ENSG00000119362	24100	247	311	197	227	144	358	153
ENSG00000115569	750	18	19	12	6	15	6	16
ENSG00000172827	2000	41	20	23	46	34	34	26
ENSG00000189542	117350	2295	4612	3689	2768	1744	1485	2171
ENSG00000122895	1350	34	54	31	33	37	40	30
ENSG00000168602	4200	39	156	120	87	100	76	64
ENSG00000104885	923350	10733	14963	14384	16797	12823	14584	16658
ENSG00000209059	11400	269	141	281	523	340	392	293
ENSG00000193768	4400	41	32	46	36	36	47	46
ENSG00000213486	400	7	2	2	7	3	4	1
ENSG00000220200	16350	182	207	194	326	265	307	319
ENSG00000107347	750	20	10	7	16	16	7	4
ENSG00000127185	6850	131	105	174	152	103	193	189
ENSG00000182736	1200	28	12	12	31	16	16	34
ENSG00000181354	300	7	6	5	7	4	8	7
ENSG00000113666	234250	4106	4141	3502	2364	2335	2151	2531
ENSG00000185128	6850	103	211	164	124	108	109	165
ENSG00000188820	59350	518	1005	984	969	833	1065	1200
ENSG00000162039	49200	596	1106	909	918	797	814	520
ENSG00000190542	3150	24	35	18	68	43	24	33
ENSG00000241289	15750	208	240	255	105	155	144	193
ENSG00000110404	5250	90	63	46	44	104	44	67
ENSG00000102320	39050	780	889	1095	1224	618	1190	950
ENSG00000219943	12900	334	125	306	242	286	270	444
ENSG00000239361	3200	106	72	90	90	53	38	104
ENSG00000190927	204600	7794	5407	5793	3776	4583	6436	4888
ENSG00000147684	63950	364	883	629	720	385	1156	428
ENSG00000184544	23700	464	374	393	373	492	215	490
ENSG00000146875	3100	29	19	31	21	17	25	21
ENSG00000152763	37300	345	553	199	921	369	490	314
ENSG00000171758	300	21	7	9	6	7	9	5
ENSG00000243823	26300	299	612	288	251	350	281	235
ENSG00000178824	650	15	14	16	24	30	10	15
ENSG00000236462	10150	259	222	253	138	331	205	231
ENSG00000136746	2000	67	148	75	70	101	55	90
ENSG00000225644	11800	388	214	147	245	252	247	209
ENSG00000238200	11150	294	307	265	331	257	367	236
ENSG00000171546	1650	103	152	121	83	80	225	125
ENSG00000163138	4450	104	86	109	116	101	122	131
ENSG00000152755	300	7	9	11	6	3	12	9
ENSG00000206660	50	5	3	5	2	3	1	2
ENSG00000182489	117050	1257	1152	2116	2896	1547	2213	1932
ENSG00000158559	32650	382	787	419	404	738	224	394
ENSG00000154027	350	5	2	9	6	9	12	7
ENSG00000149352	424800	7090	5122	5071	7537	8446	8398	7206
ENSG00000213803	700	31	57	34	42	23	32	47
ENSG00000125200	17600	284	379	397	372	492	252	517
ENSG00000157217	13700	458	357	280	348	385	277	255
ENSG00000219730	4300	128	186	220	142	85	249	134
ENSG00000121100	29100	280	693	643	378	657	391	1185
ENSG00000100666	850	11	14	13	10	15	13	3
ENSG00000239654	8600	175	72	258	137	159	167	130
ENSG00000212559	9150	96	147	59	183	86	125	112
ENSG00000125616	9300	274	252	66	207	81	148	226
ENSG00000171328	3400	112	117	46	87	157	122	104
ENSG00000232992	1550	28	44	35	32	33	31	36
ENSG00000205670	1550	26	31	20	30	10	11	27
ENSG00000245828	39050	1148	855	1035	1091	795	1333	525
ENSG00000249274	1900	26	60	9	50	24	46	42
ENSG00000177143	14850	242	259	405	299	417	223	272
ENSG00000109695	20100	213	286	173	336	190	384	220
ENSG00000249518	4500	110	141	117	91	142	85	88
ENSG00000219435	16000	239	318	182	378	332	396	161
ENSG00000185418	24900	356	499	603	607	424	373	577
ENSG00000163762	6700	23	79	39	96	38	115	46
ENSG00000208708	9150	168	302	273	153	264	411	259
ENSG00000224169	164250	10491	13261	5523	9441	6301	7384	5291
ENSG00000214642	2150	14	43	8	19	13	16	14
ENSG00000219572	4700	51	103	93	95	79	99	70
ENSG00000230808	2550	18	33	27	71	34	40	36
ENSG00000198463	233550	8406	7110	5496	6399	6711	9255	6468
ENSG00000209790	350	10	8	14	9	5	10	8
ENSG00000124035	4700	127	238	111	106	320	98	78
ENSG00000207704	27200	1258	913	1016	839	686	1011	710
ENSG00000191311	1600	34	39	30	13	27	26	36
ENSG00000247552	6350	103	85	109	178	79	73	159
ENSG00000182074	2200	30	17	15	34	30	30	30
ENSG00000173329	350	9	16	20	22	6	16	9
ENSG00000112061	2600	85	115	169	135	108	127	89
ENSG00000222436	11800	259	333	423	402	227	371	677
ENSG00000228457	3650	117	51	76	76	36	78	58
ENSG00000134449	17150	146	302	310	231	226	245	186
ENSG00000246810	23700	544	477	741	682	352	346	838
ENSG00000128763	164200	1706	3108	1678	3959	1941	3815	1131
ENSG00000150023	850	10	13	5	22	21	7	23
ENSG00000213166	43200	268	1898	303	326	501	913	525
ENSG00000239220	2350	31	35	46	45	26	10	50
ENSG00000189550	0	2	6	3	2	2	1	6
ENSG00000208896	2400	26	19	31	25	20	26	43
ENSG00000196083	51600	576	882	650	591	314	593	855
ENSG00000187048	10800	265	546	136	1069	328	665	350
ENSG00000145492	800	14	20	19	40	12	7	19
ENSG00000154930	168800	2751	1963	3570	4252	3626	3957	3127
ENSG00000185462	13300	275	422	374	290	258	293	293
ENSG00000243234	7650	169	122	171	174	97	110	98
ENSG00000233419	1950	65	40	44	30	63	46	90
ENSG00000245635	19650	360	234	389	648	371	161	379
ENSG00000187721	2000	55	69	62	64	70	51	42
ENSG00000234271	41650	1112	1799	1129	2103	1190	1551	1584
ENSG00000135728	8050	340	198	382	477	299	239	344
ENSG00000142070	18200	400	558	609	315	775	407	413
ENSG00000212714	5800	85	123	107	159	46	34	45
ENSG00000190283	250	6	8	8	10	5	7	4
ENSG00000136997	13050	302	283	245	421	230	506	412
ENSG00000188102	1300	12	12	15	15	16	21	23
ENSG00000109818	6100	169	125	139	153	156	129	67
ENSG00000148312	9600	153	192	212	200	127	110	260
ENSG00000180007	1650	39	40	32	46	50	32	36
ENSG00000105565	44100	1351	476	518	512	1453	786	714
ENSG00000140392	300	3	4	15	9	11	10	10
ENSG00000221845	118000	1144	4310	2741	2429	1413	2158	2076
ENSG00000141495	1950	43	10	15	31	51	38	42
ENSG00000163176	28700	1279	616	1392	1610	986	554	1464
ENSG00000141522	89100	1314	1721	1726	2885	2268	1345	2235
ENSG00000214288	1200	19	9	30	17	28	24	19
ENSG00000108332	900	42	22	27	40	35	29	17
ENSG00000203815	78800	675	1478	982	775	1072	1279	632
ENSG00000155240	14550	212	255	255	176	273	214	217
ENSG00000138961	12400	133	186	202	345	180	95	196
ENSG00000238786	150	4	3	4	1	0	3	3
ENSG00000174786	150	5	2	9	10	5	9	8
ENSG00000223095	15200	417	488	435	371	566	199	416
ENSG00000108471	90750	2062	2184	2948	2065	2194	1901	2286
ENSG00000188693	1600	19	25	54	52	40	26	37
ENSG00000237685	1250	14	27	26	43	30	34	22
ENSG00000113528	10050	174	273	372	149	208	268	284
ENSG00000152597	17100	414	328	275	496	458	319	313
ENSG00000222480	17750	565	596	566	467	476	548	507
ENSG00000163079	2400	58	97	48	30	44	63	74
ENSG00000188193	200	4	4	1	3	1	1	2
ENSG00000113348	132650	3041	2103	3971	2725	2591	2945	3872
ENSG00000162355	2050	32	41	61	64	70	41	56
ENSG00000177011	67900	2113	1491	1168	1321	1173	1507	2954
ENSG00000132055	50	2	1	3	2	1	9	1
ENSG00000222154	16400	400	491	303	511	344	394	283
ENSG00000235508	1800	42	45	48	70	46	60	71
ENSG00000145790	1100	19	7	11	16	18	6	17
ENSG00000141894	44800	1118	920	1250	1344	1289	976	737
ENSG00000208898	107250	1291	1581	2799	2198	1627	1217	1507
ENSG00000159051	1150	27	69	60	41	47	44	43
ENSG00000119521	16550	585	333	439	532	551	911	437
ENSG00000104967	1150	15	20	14	12	8	16	20
ENSG00000234773	2550	49	68	49	55	58	33	47
ENSG00000205310	4400	142	42	97	86	52	80	39
ENSG00000137415	3350	102	64	146	54	82	78	37
ENSG00000111680	70350	541	975	209	1548	404	1363	341
ENSG00000238636	1100	20	13	18	11	15	15	8
ENSG00000119894	24750	990	694	1494	1257	1309	1454	560
ENSG00000131991	59450	1227	969	973	899	862	1256	893
ENSG00000237353	11100	56	171	74	167	62	194	121
ENSG00000175568	1000	15	12	10	15	8	18	20
ENSG00000129675	0	0	1	1	1	1	1	0
ENSG00000192908	4100	67	111	108	127	113	88	89
ENSG00000207405	2300	13	9	26	40	28	34	27
ENSG00000170905	7700	191	155	143	142	94	219	96
ENSG00000131920	850	18	24	22	11	12	20	17
ENSG00000211893	9100	154	213	73	183	137	59	138
ENSG00000207703	11450	166	251	124	217	44	269	97
ENSG00000165460	6950	127	212	114	150	92	180	188
ENSG00000106167	11400	467	327	314	192	187	301	135
ENSG00000192478	16000	323	212	153	310	417	240	162
ENSG00000238422	17450	747	345	810	1112	855	668	1137
ENSG00000249243	1400	11	48	30	24	54	39	34
ENSG00000129244	20100	880	390	564	575	550	899	682
ENSG00000199763	6600	107	210	159	178	132	80	153
ENSG00000130079	2750	81	82	102	71	53	87	82
ENSG00000170314	800	20	13	24	26	48	29	21
ENSG00000221660	137800	3593	4459	3648	4168	3891	1793	2642
ENSG00000153941	9200	159	242	195	130	427	161	296
ENSG00000186233	3200	49	45	59	80	63	43	56
ENSG00000217373	6200	82	124	157	92	153	130	199
ENSG00000186673	9100	219	283	126	301	146	258	122
ENSG00000122140	3350	42	66	38	45	55	27	55
ENSG00000141828	300	8	11	17	7	17	11	7
ENSG00000153425	5900	245	108	90	161	226	237	169
ENSG00000144138	4550	80	126	120	96	117	110	128
ENSG00000173753	2500	73	82	114	103	49	68	85
ENSG00000245251	81050	865	726	1386	1156	857	1285	757
ENSG00000240672	400	10	28	4	3	14	11	19
ENSG00000194527	1050	28	20	15	20	13	23	25
ENSG00000217368	10600	149	201	214	206	107	178	234
ENSG00000107727	33600	778	1536	757	870	850	1020	877
ENSG00000178148	19300	270	434	373	544	756	309	410
ENSG00000137949	31650	335	686	763	815	501	828	706
ENSG00000167891	0	0	2	4	3	2	6	1
ENSG00000133669	34250	216	1039	431	765	199	667	435
