gene_id	N61311_untreated	N61311_dex	N052611_dex	N080611_dex	N61311R_dex
ENSG00000211375	3420	2476	1481	1887	2049
ENSG00000187326	13	25	34	21	39
ENSG00000249975	126	46	32	81	68
ENSG00000186299	136	193	179	164	277
ENSG00000145029	159	118	222	123	162
ENSG00000207076	97	127	49	147	95
ENSG00000213008	180	182	190	320	253
ENSG00000110141	318	280	332	288	333
ENSG00000114775	637	962	1020	691	762
ENSG00000247063	50	31	47	100	35
ENSG00000171149	27	53	31	48	36
ENSG00000214165	11	11	9	27	18
ENSG00000177976	635	361	413	443	382
ENSG00000205938	115	112	118	110	198
ENSG00000147660	455	273	442	458	323
ENSG00000100127	339	359	334	374	470
ENSG00000225007	4753	2865	5773	4242	4707
ENSG00000120445	428	148	93	259	157
ENSG00000161428	1015	534	571	584	594
ENSG00000174089	11	20	35	10	7
ENSG00000188125	27	32	3	8	17
ENSG00000107062	62	69	78	55	147
ENSG00000219422	5	9	7	16	15
ENSG00000107760	779	431	380	335	558
ENSG00000159386	20	7	11	2	6
ENSG00000126589	224	135	132	89	221
ENSG00000218698	0	0	0	0	1
ENSG00000202462	14	23	20	12	19
ENSG00000202151	72	78	56	67	50
ENSG00000166276	110	107	40	91	104
ENSG00000220230	3	1	5	3	8
ENSG00000189504	543	275	274	163	176
ENSG00000243952	1527	935	954	628	746
ENSG00000242489	459	425	489	459	457
ENSG00000126987	61	41	53	39	26
ENSG00000110089	58	32	30	25	60
ENSG00000180981	25	13	10	12	15
ENSG00000180086	501	533	443	258	728
ENSG00000120717	3014	2535	1998	1921	2512
ENSG00000169093	153	34	26	51	39
ENSG00000212647	3	8	6	5	6
ENSG00000156464	120	161	441	140	108
ENSG00000119079	519	686	924	953	379
ENSG00000239257	0	0	1	0	1
ENSG00000153367	158	175	196	203	181
ENSG00000118637	6661	11147	12615	8643	11301
ENSG00000144851	647	1023	467	439	528
ENSG00000221497	309	560	271	285	362
ENSG00000236338	155	378	491	346	462
ENSG00000172319	1072	1617	1863	2555	1235
ENSG00000182722	35	15	25	14	26
ENSG00000108664	113	25	20	2	36
ENSG00000116526	204	339	351	603	505
ENSG00000160531	66	55	21	56	42
ENSG00000167479	280	163	204	367	166
ENSG00000158904	2	2	2	1	3
ENSG00000124369	544	242	358	703	964
ENSG00000105012	480	335	409	413	609
ENSG00000241664	219	201	134	113	121
ENSG00000167881	133	136	162	214	150
ENSG00000184290	4281	3554	5347	5513	4985
ENSG00000132121	17	27	9	19	13
ENSG00000150977	27	30	10	15	17
ENSG00000116570	15	10	15	19	27
ENSG00000154186	51	92	62	23	99
ENSG00000234601	19	25	5	29	29
ENSG00000116515	172	216	202	116	142
ENSG00000207859	94	34	40	34	26
ENSG00000106287	14	5	5	11	8
ENSG00000106417	5	5	3	8	7
ENSG00000248045	1677	1497	1643	3014	1594
ENSG00000219291	193	68	99	141	103
ENSG00000163955	178	129	92	76	56
ENSG00000108634	200	118	118	118	93
ENSG00000116924	184	88	159	130	97
ENSG00000220257	676	675	626	1213	846
ENSG00000147049	272	347	550	321	309
ENSG00000114150	47	37	55	41	20
ENSG00000221889	15	16	22	19	18
ENSG00000189634	30	11	11	25	21
ENSG00000234280	12	12	11	12	4
ENSG00000225800	2027	3167	3761	1585	2074
ENSG00000112880	10	41	19	21	28
ENSG00000145980	3	0	2	3	2
ENSG00000203227	25	15	24	9	10
ENSG00000115453	15	62	20	19	27
ENSG00000122090	230	278	484	290	306
ENSG00000121362	45	29	25	38	40
ENSG00000215862	403	315	358	493	329
ENSG00000130745	219	311	302	325	400
ENSG00000204225	2353	1937	1492	1945	2610
ENSG00000205807	11621	10505	4475	15586	12298
ENSG00000179927	35659	49796	29768	53388	31639
ENSG00000218253	2162	2708	2928	3417	863
ENSG00000210523	19	19	11	19	8
ENSG00000217735	213	60	100	72	63
ENSG00000131175	185	206	264	167	273
ENSG00000222756	6154	9768	7760	10747	11549
ENSG00000138802	667	644	481	313	996
ENSG00000174521	5697	1225	2397	1586	1506
ENSG00000228475	58	74	83	107	116
ENSG00000243374	415	370	730	948	414
ENSG00000120638	356	498	795	318	577
ENSG00000234707	42	88	51	77	49
ENSG00000185842	896	761	521	1152	546
ENSG00000173236	857	569	529	1426	905
ENSG00000100667	158	101	143	60	71
ENSG00000215825	1287	1597	1800	849	1091
ENSG00000156352	4252	4443	3085	3388	7048
ENSG00000244508	157	140	178	259	210
ENSG00000103273	106	94	222	162	132
ENSG00000199554	83	105	86	89	54
ENSG00000244618	60	36	61	33	95
ENSG00000181786	446	201	157	175	248
ENSG00000186314	69	76	60	49	53
ENSG00000102369	49	65	58	74	58
ENSG00000150546	34	30	53	35	23
ENSG00000131873	8	4	4	4	5
ENSG00000236348	21	47	46	27	16
ENSG00000100137	90	243	279	312	350
ENSG00000167266	8	11	15	10	8
ENSG00000121876	26	50	50	49	61
ENSG00000202152	3026	5618	3302	4030	3443
ENSG00000165538	1108	1214	966	1509	1080
ENSG00000137201	54	31	18	40	32
ENSG00000233649	434	294	680	1072	320
ENSG00000214061	56	47	39	50	26
ENSG00000217829	2657	5391	4179	5131	2012
ENSG00000183085	74	53	40	35	41
ENSG00000158498	162	163	253	144	171
ENSG00000195376	3529	1017	3317	1602	4022
ENSG00000123271	30	29	14	44	51
ENSG00000178275	2069	1824	2102	1230	2197
ENSG00000164796	36	20	27	32	34
ENSG00000100651	275	266	233	276	237
ENSG00000235556	60	77	84	88	136
ENSG00000204281	127	108	101	131	105
ENSG00000240838	309	307	212	241	207
ENSG00000120266	37	64	103	108	112
ENSG00000229751	27	32	21	12	25
ENSG00000222761	1113	919	872	1502	1011
ENSG00000227997	571	664	1102	899	422
ENSG00000147265	2114	951	2055	1611	1857
ENSG00000164465	2436	1498	1788	3298	3944
ENSG00000129486	10	5	4	4	13
ENSG00000219405	1132	2545	1750	1528	1491
ENSG00000241463	2299	1956	2051	1661	2788
ENSG00000163733	56	70	64	52	43
ENSG00000147689	1569	763	790	1403	982
ENSG00000103468	3470	2979	1549	2365	2983
ENSG00000222668	41	58	40	47	18
ENSG00000157700	7	8	1	6	3
ENSG00000117315	94	66	50	60	54
ENSG00000235761	35113	37549	41729	41983	44589
ENSG00000188642	289	181	218	258	262
ENSG00000246703	25	13	17	13	4
ENSG00000192102	69	87	53	46	77
ENSG00000152867	11	12	24	16	10
ENSG00000206945	85	90	81	70	38
ENSG00000201190	194	184	185	152	162
ENSG00000249795	0	0	2	0	0
ENSG00000181496	458	462	357	450	256
ENSG00000133587	2951	2027	1812	1620	2654
ENSG00000160521	38	74	114	142	69
ENSG00000124042	45	71	67	76	53
ENSG00000205546	1002	1481	1204	1144	1100
ENSG00000111205	23	12	8	8	14
ENSG00000228470	9	16	12	7	12
ENSG00000143449	26	9	10	8	6
ENSG00000245952	57	85	44	63	142
ENSG00000225868	533	167	367	388	335
ENSG00000100093	187	100	91	97	185
ENSG00000105836	375	510	488	465	304
ENSG00000146740	1136	680	958	1346	850
ENSG00000116925	328	369	292	236	342
ENSG00000144656	50	29	18	43	24
ENSG00000200181	104	63	87	60	122
ENSG00000104620	2357	1245	2593	591	2041
ENSG00000168351	24	20	18	13	15
ENSG00000145421	78	66	65	58	95
ENSG00000183120	57	104	49	62	68
ENSG00000172320	89	99	113	103	69
ENSG00000134504	13	9	12	10	14
ENSG00000187219	10	14	21	8	14
ENSG00000235270	22240	29131	28840	13126	20144
ENSG00000209707	483	1766	833	1108	1243
ENSG00000136934	26	34	23	40	45
ENSG00000112679	113	120	133	54	114
ENSG00000104771	474	664	400	564	388
ENSG00000100287	69	83	61	89	76
ENSG00000223740	1218	451	304	551	601
ENSG00000106678	51	11	27	36	35
ENSG00000221439	84	50	49	68	70
ENSG00000162775	185	62	177	146	91
ENSG00000166740	61	54	61	55	72
ENSG00000171241	1	0	0	0	1
ENSG00000215490	189	216	110	153	166
ENSG00000236571	717	312	291	320	272
ENSG00000180141	455	281	360	400	348
ENSG00000119126	26	13	18	18	16
ENSG00000216581	371	268	166	160	342
ENSG00000123976	190	204	339	206	287
ENSG00000217990	5	5	8	5	3
ENSG00000222409	3	1	0	3	2
ENSG00000175226	555	343	342	209	248
ENSG00000145756	25	30	26	32	19
ENSG00000144270	1106	767	998	976	873
ENSG00000112542	7218	13164	12155	7776	17294
ENSG00000201537	31	43	63	35	45
ENSG00000159168	49	36	23	41	37
ENSG00000180150	59	135	119	158	112
ENSG00000135838	352	440	380	377	888
ENSG00000208700	13	12	28	27	18
ENSG00000135288	1515	1758	1522	1231	950
ENSG00000176984	1223	754	1001	1576	1097
ENSG00000220672	455	636	561	320	393
ENSG00000156988	65	64	55	38	30
ENSG00000194984	1101	665	516	837	913
ENSG00000117432	698	772	1010	1444	1139
ENSG00000150057	23	12	22	21	14
ENSG00000150156	17124	11131	8145	7005	19782
ENSG00000186572	111	81	85	60	72
ENSG00000103252	185	229	296	458	199
ENSG00000246909	39	75	53	66	50
ENSG00000200103	237	206	403	387	281
ENSG00000160165	1213	1347	1924	1684	1048
ENSG00000170953	65	17	41	18	26
ENSG00000178620	2	2	9	3	8
ENSG00000142224	57	62	55	92	49
ENSG00000166678	16	7	4	14	4
ENSG00000147905	36	26	36	18	25
ENSG00000186749	95	75	107	119	121
ENSG00000147103	91	131	226	131	114
ENSG00000173946	2851	1299	1328	2254	3154
ENSG00000175279	39	13	18	9	27
ENSG00000188569	405	248	179	274	303
ENSG00000198606	85	62	61	30	81
ENSG00000216335	1496	2113	1279	1952	1960
ENSG00000245692	36801	17912	25270	20652	23294
ENSG00000233097	144	271	289	196	258
ENSG00000242705	1908	5885	3631	1912	5176
ENSG00000125728	73	60	49	84	98
ENSG00000136583	4	6	6	3	5
ENSG00000132106	8	27	14	9	18
ENSG00000169878	10	6	4	9	1
ENSG00000144191	37	14	28	13	52
ENSG00000164801	71	70	70	44	98
ENSG00000155794	2899	2442	1142	1327	1134
ENSG00000207115	551	619	299	868	507
ENSG00000152608	493	422	501	455	423
ENSG00000182359	49	77	58	57	72
ENSG00000159479	27	54	23	23	31
ENSG00000101311	76	218	148	219	178
ENSG00000160282	196	180	219	290	143
ENSG00000113427	275	201	224	286	231
ENSG00000116268	225	282	345	335	300
ENSG00000232757	167	138	125	56	119
ENSG00000110217	1	5	2	5	3
ENSG00000229486	12	14	4	19	26
ENSG00000202606	23	44	18	35	18
ENSG00000110239	2117	3052	5657	2968	2036
ENSG00000194923	31	146	34	57	95
ENSG00000236724	944	375	345	612	328
ENSG00000178183	3230	2431	2980	3119	2550
ENSG00000117132	197	293	360	255	334
ENSG00000115455	53	59	56	117	81
ENSG00000219332	69	100	58	70	103
ENSG00000154011	13	24	18	10	14
ENSG00000170908	332	316	404	382	242
ENSG00000184696	651	2114	967	1851	1559
ENSG00000184286	402	521	309	514	311
ENSG00000130108	853	449	583	647	291
ENSG00000157298	593	505	670	923	308
ENSG00000198489	9445	4199	8327	7304	9052
ENSG00000243887	39	26	19	68	28
ENSG00000155906	160	122	298	200	169
ENSG00000140793	492	720	821	557	274
ENSG00000189333	1806	2695	2222	1420	2285
ENSG00000229403	1	1	3	2	1
ENSG00000134191	35	57	46	38	77
ENSG00000157138	83	90	87	115	135
ENSG00000159815	30	27	24	30	20
ENSG00000154041	488	825	666	798	778
ENSG00000119446	196	270	173	231	263
ENSG00000248387	86	66	62	76	105
ENSG00000113489	2	9	10	6	8
ENSG00000124940	13	9	10	9	11
ENSG00000155383	14	27	16	25	21
ENSG00000239680	544	400	469	264	196
ENSG00000153888	23	11	12	10	3
ENSG00000141798	0	1	2	3	2
ENSG00000222374	6	11	9	19	3
ENSG00000248591	46	48	47	18	58
ENSG00000124554	4518	3583	3150	5408	4048
ENSG00000211036	15058	16784	13996	18952	16771
ENSG00000187178	27	18	66	40	45
ENSG00000138203	2585	954	783	1109	544
ENSG00000184396	1827	3005	2244	3918	2513
ENSG00000137250	1487	1863	1766	1539	2348
ENSG00000174347	463	47	115	105	118
ENSG00000232008	22	17	5	10	10
ENSG00000232454	55	42	53	33	68
ENSG00000172716	7	3	3	6	6
ENSG00000166568	269	192	288	246	203
ENSG00000200090	1012	1125	674	469	899
ENSG00000148841	3	2	4	1	1
ENSG00000215072	135	119	157	56	127
ENSG00000123631	450	452	238	339	253
ENSG00000106664	1562	1744	1304	1473	849
ENSG00000207296	1826	1825	1606	1746	1558
ENSG00000135367	887	901	823	588	419
ENSG00000236046	29	53	34	17	36
ENSG00000175763	83	84	91	56	18
ENSG00000102083	1284	1260	1308	2211	3279
ENSG00000147648	60	53	38	37	43
ENSG00000120586	191	152	197	122	162
ENSG00000127680	2874	4086	4987	3835	4279
ENSG00000135215	346	218	223	135	287
ENSG00000193922	10	10	3	9	21
ENSG00000212660	49	77	129	67	134
ENSG00000126242	563	614	618	424	581
ENSG00000229996	98	137	100	122	68
ENSG00000176882	1190	1506	1131	1662	1722
ENSG00000213184	843	1923	1385	1406	2311
ENSG00000183484	66	42	38	35	45
ENSG00000205531	72	34	62	60	27
ENSG00000126289	73	133	83	154	140
ENSG00000150399	14	15	12	25	10
ENSG00000233718	276	237	505	401	290
ENSG00000105073	114	63	128	113	92
ENSG00000179386	772	1072	746	1087	969
ENSG00000215587	45	36	75	59	34
ENSG00000105926	21	15	30	34	15
ENSG00000232018	8256	5479	3482	5513	6625
ENSG00000209980	19	15	27	14	36
ENSG00000177280	51	45	38	61	61
ENSG00000214915	51	34	59	33	21
ENSG00000145705	58	56	108	57	27
ENSG00000215642	55	23	17	14	36
ENSG00000221402	100	110	195	160	102
ENSG00000123440	22	33	29	29	20
ENSG00000128084	45	65	53	72	80
ENSG00000191916	279	155	414	276	197
ENSG00000191684	798	534	659	808	554
ENSG00000194690	351	352	635	439	308
ENSG00000209387	74	36	29	39	20
ENSG00000137910	358	254	282	365	310
ENSG00000211860	72	49	89	65	142
ENSG00000238620	92	51	193	130	186
ENSG00000216327	4	2	4	1	4
ENSG00000245497	286	514	685	702	779
ENSG00000202726	84	135	122	94	145
ENSG00000180317	2867	4689	4201	3634	3573
ENSG00000151691	416	415	309	835	408
ENSG00000153583	20	13	23	20	21
ENSG00000161611	10	9	3	10	8
ENSG00000240851	1021	2073	1376	1558	2501
ENSG00000143057	18	10	24	34	31
ENSG00000108630	991	1056	361	588	730
ENSG00000229548	72	89	83	93	43
ENSG00000115107	11436	14169	6565	6623	8224
ENSG00000148532	173	117	218	95	192
ENSG00000209100	2441	2440	2195	2774	3051
ENSG00000117897	2866	2510	1334	1587	2192
ENSG00000155791	58	56	38	38	37
ENSG00000243631	75	125	56	91	66
ENSG00000234078	1512	2028	3551	4506	2484
ENSG00000147600	126	210	197	157	224
ENSG00000146348	23	32	39	28	22
ENSG00000100684	914	2661	2108	1884	3466
ENSG00000223936	37783	16565	25477	27010	37997
ENSG00000124546	132	118	140	163	163
ENSG00000178817	2409	2237	2052	2441	2140
ENSG00000227287	223	182	92	92	115
ENSG00000103377	1620	1513	1823	3192	2389
ENSG00000139086	97	107	76	75	91
ENSG00000236779	1409	994	3233	2604	1018
ENSG00000126601	468	378	524	383	523
ENSG00000211767	175	51	101	126	72
ENSG00000140953	239	202	233	178	156
ENSG00000182707	35	69	47	89	31
ENSG00000183713	29	19	17	14	10
ENSG00000171235	16	16	28	24	33
ENSG00000116701	112	77	146	161	67
ENSG00000154783	8	23	20	27	17
ENSG00000222451	746	291	408	409	251
ENSG00000198001	614	673	411	384	338
ENSG00000208226	602	454	336	360	382
ENSG00000129295	68	99	68	50	64
ENSG00000227772	415	170	68	234	213
ENSG00000234623	141	150	113	124	136
ENSG00000184266	2264	2709	1798	3461	2161
ENSG00000229461	33	29	52	39	13
ENSG00000203850	89	105	55	105	36
ENSG00000210563	74	60	188	119	96
ENSG00000126799	169	89	136	165	134
ENSG00000210841	27	61	30	35	50
ENSG00000170578	52	20	66	80	45
ENSG00000184910	1258	1678	1534	1096	848
ENSG00000185401	62	49	34	41	32
ENSG00000219909	1248	1639	898	680	812
ENSG00000172727	12577	13369	16523	12601	12361
ENSG00000219062	1243	1160	1885	1281	2494
ENSG00000106763	4	4	2	1	4
ENSG00000101372	411	1141	838	789	449
ENSG00000101302	390	450	557	817	632
ENSG00000235471	594	303	580	747	204
ENSG00000156093	7	6	2	1	8
ENSG00000239013	503	857	1174	750	1563
ENSG00000173360	10	18	30	26	26
ENSG00000137968	1254	2067	2412	773	3451
ENSG00000202599	1018	1636	844	1442	1900
ENSG00000150572	43076	42128	17186	16098	18265
ENSG00000103591	50	99	97	142	98
ENSG00000105204	7	11	11	8	8
ENSG00000180685	1744	986	1038	1094	1213
ENSG00000171857	1472	718	1322	695	656
ENSG00000215954	29	124	98	106	58
ENSG00000234480	3424	1593	1004	2189	2411
ENSG00000111816	1038	969	421	905	801
ENSG00000197523	10	5	6	3	18
ENSG00000179872	100	137	75	79	50
ENSG00000169577	59	49	111	82	54
ENSG00000195271	99	169	109	262	122
ENSG00000225831	151	249	248	108	209
ENSG00000100829	39	61	66	28	43
ENSG00000113442	90	133	104	109	142
ENSG00000171399	553	570	845	518	357
ENSG00000244122	165	133	190	123	94
ENSG00000218399	74	55	60	75	83
ENSG00000182210	69	67	47	96	78
ENSG00000215177	221	161	159	162	101
ENSG00000138491	3	6	2	6	5
ENSG00000186707	114	147	99	215	286
ENSG00000179052	27	13	26	33	8
ENSG00000208229	222	233	286	280	223
ENSG00000146337	2	18	9	9	8
ENSG00000125500	1126	1010	608	1037	845
ENSG00000128567	230	177	130	341	260
ENSG00000102310	5	22	5	26	13
ENSG00000223199	224	223	118	270	212
ENSG00000244454	60	36	32	34	45
ENSG00000100335	7908	3612	4774	7660	5616
ENSG00000247125	323	257	468	366	398
ENSG00000218140	56	32	17	59	37
ENSG00000158238	370	333	274	200	290
ENSG00000217707	206	142	164	170	95
ENSG00000155567	2469	2375	1330	856	2317
ENSG00000133244	282	453	231	304	280
ENSG00000121314	707	509	636	367	846
ENSG00000166070	11	34	15	23	28
ENSG00000214171	1117	351	615	315	468
ENSG00000194663	13136	12413	16212	12007	9531
ENSG00000161641	433	296	417	432	826
ENSG00000139519	154	204	228	220	129
ENSG00000184497	289	245	320	410	305
ENSG00000149089	23	26	27	23	9
ENSG00000215746	209	224	207	323	202
ENSG00000195230	15	25	14	24	10
ENSG00000188608	306	203	145	130	173
ENSG00000128316	70	78	64	81	143
ENSG00000214826	29	23	56	21	32
ENSG00000203977	461	337	520	772	111
ENSG00000139659	5	12	9	14	8
ENSG00000171754	104	98	106	106	168
ENSG00000103491	11	14	9	4	19
ENSG00000169128	6064	3896	2354	7927	5500
ENSG00000186813	8303	3232	10690	6981	8634
ENSG00000153459	1731	810	405	895	396
ENSG00000104511	6734	11267	5521	9489	5889
ENSG00000148317	693	517	636	609	729
ENSG00000119435	427	907	421	312	441
ENSG00000245234	63	64	48	81	71
ENSG00000232926	23	22	29	29	33
ENSG00000239255	142	207	159	197	130
ENSG00000100336	51	64	54	40	104
ENSG00000110195	82	41	17	58	56
ENSG00000169176	1241	985	1013	908	1155
ENSG00000160435	171	137	113	90	159
ENSG00000106634	15	6	8	8	8
ENSG00000168392	88	136	50	179	209
ENSG00000249737	54	43	30	42	32
ENSG00000183086	133	186	92	96	65
ENSG00000142169	14	24	26	24	27
ENSG00000173620	2736	2160	1646	2482	1340
ENSG00000143787	8463	5542	6276	4896	8262
ENSG00000113463	12	13	37	15	10
ENSG00000133988	1406	500	501	993	565
ENSG00000227180	427	598	494	264	793
ENSG00000236946	24	20	17	21	21
ENSG00000110469	141	142	162	175	174
ENSG00000157813	1266	1592	1906	4141	2542
ENSG00000233664	882	863	822	1042	937
ENSG00000220228	7467	7727	3199	7721	2190
ENSG00000156935	9	12	46	10	20
ENSG00000117486	13	37	46	45	36
ENSG00000226916	575	76	527	114	317
ENSG00000106243	236	425	345	559	358
ENSG00000111544	204	114	123	160	181
ENSG00000150719	112	85	93	89	90
ENSG00000165282	222	48	64	52	95
ENSG00000225265	45	47	89	43	64
ENSG00000131605	263	455	221	466	290
ENSG00000197524	1	2	0	0	3
ENSG00000204341	4278	2650	5218	5638	2762
ENSG00000223442	73	60	66	79	36
ENSG00000179592	7	16	7	5	11
ENSG00000213610	1495	637	331	730	320
ENSG00000112152	12	6	8	17	9
ENSG00000238398	327	402	207	384	307
ENSG00000217442	101	74	56	80	66
ENSG00000194266	378	706	592	726	866
ENSG00000149280	680	796	846	461	611
ENSG00000226097	2869	2042	1878	2266	2197
ENSG00000184938	58	38	57	62	60
ENSG00000146006	65	75	134	59	64
ENSG00000131915	313	54	76	131	88
ENSG00000237892	8	5	6	10	10
ENSG00000125643	411	782	472	378	342
ENSG00000241280	124	311	213	207	59
ENSG00000201801	10	11	5	9	10
ENSG00000178314	3324	1176	1665	2830	1348
ENSG00000207163	1004	2784	1042	4011	3633
ENSG00000142131	20	15	13	10	9
ENSG00000213679	585	248	852	197	1040
ENSG00000106426	1212	2578	1977	1842	1734
ENSG00000203015	1358	1036	439	716	1040
ENSG00000156941	34	19	27	24	22
ENSG00000179845	16	23	13	6	11
ENSG00000133416	103	99	193	163	114
ENSG00000131876	63	33	54	77	49
ENSG00000231816	180	150	242	118	200
ENSG00000161637	148	123	111	105	104
ENSG00000222862	603	491	484	567	340
ENSG00000165726	58	59	67	39	68
ENSG00000230050	146	123	109	47	151
ENSG00000151601	43212	39171	56808	57575	38089
ENSG00000168903	106	134	132	85	124
ENSG00000210496	302	505	554	1040	809
ENSG00000137192	205	245	271	163	254
ENSG00000186536	219	321	131	146	181
ENSG00000249706	20	19	30	37	27
ENSG00000193990	255	630	532	183	729
ENSG00000231817	155	140	86	86	142
ENSG00000118594	1886	813	1000	657	585
ENSG00000196573	9119	5492	11915	13564	15147
ENSG00000216633	476	238	230	122	86
ENSG00000121976	764	798	392	559	932
ENSG00000138050	22	33	26	18	25
ENSG00000226195	174	194	193	298	264
ENSG00000158139	5192	4280	3327	1139	2722
ENSG00000212454	188	250	146	99	87
ENSG00000120275	146	32	49	52	36
ENSG00000128312	217	187	145	184	209
ENSG00000186289	359	79	58	47	169
ENSG00000204797	89	83	99	85	90
ENSG00000159911	38	67	53	66	65
ENSG00000157192	7558	11527	6439	9817	6021
ENSG00000100082	35	37	18	30	30
ENSG00000132813	132	80	58	73	95
ENSG00000128602	17	28	85	65	55
ENSG00000242492	1504	2468	1231	2408	1163
ENSG00000230370	106	65	58	111	69
ENSG00000226427	1983	2761	3235	1262	2835
ENSG00000193348	252	255	346	219	142
ENSG00000174693	96	144	197	181	80
ENSG00000111248	12	6	7	15	14
ENSG00000108374	2535	1763	1685	1999	2258
ENSG00000238357	361	381	521	625	400
ENSG00000244458	301	337	319	176	165
ENSG00000237213	159	148	97	150	90
ENSG00000159980	76	40	50	61	81
ENSG00000183844	18	13	14	16	5
ENSG00000222145	949	756	1499	1050	1215
ENSG00000225691	219	242	151	234	202
ENSG00000117604	93	88	105	146	13
ENSG00000153833	22	34	45	43	48
ENSG00000106724	287	240	280	117	176
ENSG00000167573	300	108	226	86	125
ENSG00000194130	4823	5132	5206	6737	4566
ENSG00000187457	1079	223	612	624	698
ENSG00000237742	37	56	29	36	41
ENSG00000124775	12	18	13	15	14
ENSG00000201784	51	95	137	102	70
ENSG00000206039	29	21	17	22	42
ENSG00000161984	162	182	243	157	221
ENSG00000185275	266	513	276	151	271
ENSG00000214690	1274	435	518	360	225
ENSG00000239705	374	306	187	558	428
ENSG00000229121	119	121	74	80	98
ENSG00000197352	469	417	404	502	601
ENSG00000177410	19	24	22	32	18
ENSG00000182214	50	104	79	121	181
ENSG00000217014	252	939	676	369	629
ENSG00000188432	459	360	217	207	370
ENSG00000108752	9	15	7	15	7
ENSG00000167656	15	19	15	43	22
ENSG00000152217	8	5	5	3	9
ENSG00000179058	5117	5401	3752	5614	10885
ENSG00000248169	8	9	4	7	3
ENSG00000109048	105	92	58	290	135
ENSG00000185911	6455	5994	4416	6039	3541
ENSG00000146281	1348	1621	1506	1140	1459
ENSG00000202574	2301	2159	2429	1616	2616
ENSG00000212246	41	68	58	54	78
ENSG00000141654	1051	315	611	330	484
ENSG00000207211	47721	60668	21578	26552	98441
ENSG00000238807	103	84	158	103	46
ENSG00000118365	203	417	276	340	306
ENSG00000136247	98	132	73	65	47
ENSG00000231739	112	151	143	147	131
ENSG00000161266	187	170	479	456	275
ENSG00000117623	1834	2694	3953	1597	1881
ENSG00000201782	81	19	11	16	17
ENSG00000141300	10	11	12	3	15
ENSG00000186569	124	182	110	169	127
ENSG00000211516	341	108	397	335	125
ENSG00000207194	1378	1900	1762	1757	3469
ENSG00000188903	702	1307	1318	761	376
ENSG00000189055	43	38	41	46	60
ENSG00000108819	338	483	442	639	457
ENSG00000205294	926	1750	1514	1427	2018
ENSG00000194510	280	243	210	181	210
ENSG00000163373	36	76	75	43	57
ENSG00000150899	1018	825	470	573	688
ENSG00000247632	87	103	85	106	58
ENSG00000149836	3	1	6	5	0
ENSG00000103021	1486	1998	940	1917	3001
ENSG00000149554	18	10	13	17	7
ENSG00000222989	64	57	106	79	118
ENSG00000227682	54	59	76	93	55
ENSG00000207819	50	126	129	72	104
ENSG00000246530	129	98	94	117	98
ENSG00000149045	5	14	11	5	3
ENSG00000112818	709	558	396	250	619
ENSG00000244120	347	105	82	150	144
ENSG00000211005	163	298	141	122	200
ENSG00000120653	2932	1150	1421	929	1313
ENSG00000231311	2328	2403	2225	1449	2928
ENSG00000171888	2056	1744	2555	2547	2904
ENSG00000193476	12836	3074	8867	6577	5497
ENSG00000205820	473	152	524	118	308
ENSG00000162274	4	3	9	5	4
ENSG00000178236	287	344	221	215	303
ENSG00000191989	121	81	147	213	112
ENSG00000133890	257	92	128	155	167
ENSG00000136068	36	31	52	34	25
ENSG00000212311	35	31	23	19	26
ENSG00000192523	962	745	1230	599	750
ENSG00000196805	971	995	1481	654	1218
ENSG00000234431	15	11	18	18	15
ENSG00000246006	691	418	345	292	584
ENSG00000161134	115	103	65	142	73
ENSG00000194837	80	134	89	64	42
ENSG00000133038	742	623	415	1562	822
ENSG00000189412	138	193	89	126	207
ENSG00000127183	49	38	43	135	65
ENSG00000226642	201	109	159	207	83
ENSG00000166711	2	1	1	1	1
ENSG00000242896	48	65	44	30	52
ENSG00000192138	35	65	53	49	55
ENSG00000241265	6	14	18	6	13
ENSG00000227331	174	216	151	248	279
ENSG00000165590	295	219	291	348	239
ENSG00000247390	32	28	39	46	46
ENSG00000245235	107	71	88	183	173
ENSG00000119576	2267	555	569	585	663
ENSG00000224301	1092	1665	863	751	1244
ENSG00000203827	29	28	25	24	30
ENSG00000230355	270	125	181	272	313
ENSG00000155585	2608	1644	1451	1057	1880
ENSG00000165060	116	172	141	185	151
ENSG00000123550	67	34	22	37	18
ENSG00000221334	39	48	17	47	26
ENSG00000126178	81	120	70	72	119
ENSG00000101698	20	14	22	11	29
ENSG00000245237	12864	10080	6183	6948	11201
ENSG00000186943	37	26	28	68	50
ENSG00000167319	352	209	295	348	503
ENSG00000228246	216	196	291	160	269
ENSG00000241036	493	650	479	645	598
ENSG00000224336	78	63	50	67	115
ENSG00000143408	15	13	6	4	3
ENSG00000141347	4023	4987	3777	3356	4863
ENSG00000101406	124	91	85	168	90
ENSG00000217895	390	179	125	199	156
ENSG00000137660	346	139	113	275	158
ENSG00000134564	2020	1607	1201	1119	2524
ENSG00000156361	887	530	708	545	489
ENSG00000139194	1701	1671	769	1611	1105
ENSG00000162470	425	341	644	582	889
ENSG00000201486	117	198	118	257	212
ENSG00000174207	324	215	176	338	231
ENSG00000220388	40	36	52	38	19
ENSG00000235727	2	0	1	6	6
ENSG00000130870	143	60	120	91	104
ENSG00000206902	17	10	26	12	11
ENSG00000214346	26344	28444	22458	19414	21305
ENSG00000123397	3113	3332	2040	3484	1270
ENSG00000247250	1218	1128	1616	816	1056
