gene_id	SRR493366	SRR493369	SRR493370	SRR493371
ENSG00000124109	43	14	18	13
ENSG00000214852	108	137	101	107
ENSG00000109694	3	3	5	2
ENSG00000124481	4777	1099	1992	3098
ENSG00000233413	47	180	82	52
ENSG00000180760	522	292	673	375
ENSG00000169532	4	2	10	16
ENSG00000222761	13	16	13	7
ENSG00000186098	12269	8552	4517	2676
ENSG00000223484	88	47	69	71
ENSG00000145131	130	43	40	45
ENSG00000133137	295	391	375	397
ENSG00000178254	416	668	552	438
ENSG00000117682	2	8	2	2
ENSG00000174489	11	12	18	16
ENSG00000152583	142	244	222	162
ENSG00000235002	179	124	259	185
ENSG00000228662	183	384	442	140
ENSG00000206556	64	51	75	42
ENSG00000141541	129	79	79	50
ENSG00000157700	154	133	186	262
ENSG00000235761	31	31	19	44
ENSG00000100421	26	20	22	32
ENSG00000105065	28	51	48	91
ENSG00000196161	148	167	145	150
ENSG00000201927	74	98	152	148
ENSG00000194670	43	59	53	74
ENSG00000119914	97	55	63	66
ENSG00000138241	240	77	138	145
ENSG00000221243	291	526	627	314
ENSG00000218378	194	265	455	232
ENSG00000158314	6	10	16	13
ENSG00000156536	1712	1582	1518	968
ENSG00000173813	6	4	7	12
ENSG00000226762	236	526	446	555
ENSG00000119684	45	71	34	56
ENSG00000226094	334	489	316	196
ENSG00000229847	1219	994	1891	1233
ENSG00000117062	1	9	3	4
ENSG00000187360	355	241	309	411
ENSG00000235892	660	181	182	239
ENSG00000224758	59	30	47	45
ENSG00000130787	267	652	403	541
ENSG00000171995	103	38	27	58
ENSG00000141538	113	197	119	162
ENSG00000160995	22	23	15	11
ENSG00000189570	1231	855	844	855
ENSG00000105332	280	360	607	536
ENSG00000174045	851	649	508	545
ENSG00000236539	57	39	40	25
ENSG00000122205	12258	5688	4127	4068
ENSG00000142758	6873	5151	13128	6976
ENSG00000210972	150	74	84	132
ENSG00000235270	150	78	44	67
ENSG00000248013	61	66	30	38
ENSG00000143648	396	405	641	971
ENSG00000214666	1724	871	665	968
ENSG00000131963	41	23	30	28
ENSG00000142447	3	2	5	2
ENSG00000179373	448	506	241	358
ENSG00000173412	147	84	92	96
ENSG00000144368	132	249	104	248
ENSG00000232903	351	518	349	430
ENSG00000166740	26	36	15	7
ENSG00000103950	114	99	121	191
ENSG00000191101	64	48	71	70
ENSG00000131225	424	349	234	186
ENSG00000213677	2637	1052	1130	1854
ENSG00000217498	242	125	114	186
ENSG00000213222	34	42	22	27
ENSG00000185723	2549	1838	2172	1184
ENSG00000110060	610	437	773	822
ENSG00000179782	155	170	53	83
ENSG00000126782	3	1	3	5
ENSG00000150511	21	15	44	22
ENSG00000128156	197	157	175	196
ENSG00000155258	510	426	895	652
ENSG00000216988	22	48	55	64
ENSG00000201476	418	559	315	251
ENSG00000188835	51	28	52	37
ENSG00000100155	58	21	72	49
ENSG00000112108	569	553	436	288
ENSG00000178017	105	64	69	52
ENSG00000146858	285	220	188	174
ENSG00000235742	1396	879	358	992
ENSG00000135838	1038	1040	2344	602
ENSG00000171030	26	53	53	34
ENSG00000176984	68	77	127	143
ENSG00000221534	15	17	10	14
ENSG00000165094	7	10	8	14
ENSG00000246909	354	423	225	217
ENSG00000177300	64	35	53	51
ENSG00000217996	3	6	8	0
ENSG00000166678	256	212	416	340
ENSG00000188795	15	18	24	29
ENSG00000145414	71	79	90	128
ENSG00000174384	488	311	293	438
ENSG00000216335	314	182	387	297
ENSG00000181665	81	144	126	101
ENSG00000245692	11	1	3	1
ENSG00000217515	564	477	228	268
ENSG00000242705	42	56	54	31
ENSG00000243445	9	6	14	5
ENSG00000105966	0	1	0	1
ENSG00000231791	3235	1594	2994	937
ENSG00000187704	142	295	112	183
ENSG00000159479	162	122	197	139
ENSG00000147782	590	701	578	307
ENSG00000160486	126	70	58	151
ENSG00000113063	7	11	5	5
ENSG00000247405	568	349	427	509
ENSG00000240813	1232	1122	690	956
ENSG00000179803	507	194	357	245
ENSG00000141677	3409	2993	2507	2603
ENSG00000174799	13101	7141	5716	8274
ENSG00000235968	32	39	29	19
ENSG00000138063	49	121	51	28
ENSG00000102687	523	908	1033	733
ENSG00000183656	198	158	162	293
ENSG00000108912	257	149	196	169
ENSG00000137210	839	872	759	959
ENSG00000219023	697	487	1010	410
ENSG00000103013	52	47	67	59
ENSG00000212141	125	167	191	191
ENSG00000121888	45	34	36	50
ENSG00000201473	83	139	89	88
ENSG00000138698	10	11	27	19
ENSG00000120782	5	2	3	3
ENSG00000237531	72	64	56	92
ENSG00000193122	19	39	44	27
ENSG00000216720	1354	706	690	615
ENSG00000112723	4656	3388	3158	3980
ENSG00000125590	208	182	191	97
ENSG00000134264	458	272	292	399
ENSG00000165113	55	39	40	48
ENSG00000169776	17	14	27	42
ENSG00000205378	98	109	59	63
ENSG00000159355	114	110	78	79
ENSG00000116191	340	274	155	173
ENSG00000182425	290	230	138	98
ENSG00000127785	7249	6889	3428	3056
ENSG00000238801	157	61	107	133
ENSG00000135857	4	4	4	3
ENSG00000238158	282	127	179	217
ENSG00000147895	38	48	62	40
ENSG00000134191	115	201	203	76
ENSG00000157138	817	1775	1268	1087
ENSG00000108760	45	35	18	32
ENSG00000212069	129	112	82	97
ENSG00000156639	435	420	444	552
ENSG00000137437	16	9	29	26
ENSG00000164200	234	184	188	204
ENSG00000235934	1366	517	429	320
ENSG00000132217	720	1323	693	792
ENSG00000134279	1640	1049	1598	827
ENSG00000110284	344	859	278	584
ENSG00000183524	287	280	233	378
ENSG00000142684	8	10	7	5
ENSG00000139751	2	3	0	0
ENSG00000159994	17	19	13	15
ENSG00000193837	2525	2785	1989	2037
ENSG00000122057	260	163	287	257
ENSG00000215550	2	4	1	4
ENSG00000139561	31	59	63	61
ENSG00000205830	306	412	166	273
ENSG00000246085	3	5	2	2
ENSG00000138203	426	467	531	402
ENSG00000156400	48	18	14	8
ENSG00000162032	2686	970	1332	679
ENSG00000101180	123	51	97	250
ENSG00000132753	109332	37452	57395	67834
ENSG00000215072	8	11	9	9
ENSG00000149927	260	195	259	381
ENSG00000242947	8	6	5	10
ENSG00000132535	1642	2703	1540	1553
ENSG00000161194	295	124	145	158
ENSG00000157816	1348	1145	523	782
ENSG00000110245	145	120	258	142
ENSG00000196751	16	12	16	9
ENSG00000158762	29	27	40	32
ENSG00000115650	12	18	5	12
ENSG00000150901	11	15	21	9
ENSG00000168467	266	187	262	191
ENSG00000116566	937	1276	1091	917
ENSG00000235298	597	551	620	773
ENSG00000109656	482	235	294	489
ENSG00000149206	100	33	34	36
ENSG00000161027	306	384	606	234
ENSG00000181637	40	25	28	27
ENSG00000147678	530	259	90	106
ENSG00000233718	1257	702	743	520
ENSG00000179386	159	101	86	131
ENSG00000195373	55	93	66	36
ENSG00000215587	54	69	55	87
ENSG00000105586	552	824	916	715
ENSG00000241199	106	40	102	54
ENSG00000236016	3	8	14	7
ENSG00000108307	62	60	71	44
ENSG00000242944	11	14	17	19
ENSG00000237964	4671	1807	2546	2577
ENSG00000128479	67	157	97	92
ENSG00000205140	10	5	14	3
ENSG00000150957	226	167	126	137
ENSG00000123440	926	477	648	946
ENSG00000167167	306	246	300	195
ENSG00000242426	187	62	108	58
ENSG00000211860	199	244	259	320
ENSG00000227948	276	290	233	267
ENSG00000166116	1143	1159	843	1184
ENSG00000156537	447	388	352	386
ENSG00000208555	12087	17723	15841	8781
ENSG00000207428	96	126	69	109
ENSG00000249846	1790	4726	3464	2208
ENSG00000108610	233	181	277	168
ENSG00000200678	8	5	8	2
ENSG00000154229	12	18	8	13
ENSG00000178766	6	0	3	8
ENSG00000134842	10	4	3	6
ENSG00000209469	1152	414	2685	2174
ENSG00000199829	33	42	24	48
ENSG00000148532	1044	703	211	871
ENSG00000223936	16	28	39	8
ENSG00000104687	254	201	171	122
ENSG00000108136	11	27	10	10
ENSG00000112015	1395	577	1195	492
ENSG00000248439	41	83	115	86
ENSG00000227047	77	93	85	52
ENSG00000140953	128	118	101	62
ENSG00000122579	18157	8676	14334	9627
ENSG00000236160	713	299	477	511
ENSG00000170110	2123	1128	511	403
ENSG00000165808	20	8	11	16
ENSG00000222245	47	46	42	49
ENSG00000171235	187	289	439	350
ENSG00000139097	4	1	1	8
ENSG00000186798	2220	1549	2100	1879
ENSG00000135854	198	204	255	185
ENSG00000112986	148	91	50	225
ENSG00000173812	93	132	90	120
ENSG00000128942	119	59	40	70
ENSG00000194549	47	48	80	65
ENSG00000230528	2013	1328	1524	1365
ENSG00000232687	803	580	523	411
ENSG00000223714	1359	1918	2180	1173
ENSG00000184266	117	76	145	58
ENSG00000207823	31	21	31	20
ENSG00000236860	2980	2739	3123	1801
ENSG00000231792	19	13	7	11
ENSG00000210063	53	41	64	53
ENSG00000146270	861	627	620	808
ENSG00000107610	1194	1283	2229	1150
ENSG00000110028	19	12	8	7
ENSG00000174476	53	97	43	100
ENSG00000220312	120	222	168	112
ENSG00000129140	102	112	98	83
ENSG00000182856	25	27	26	17
ENSG00000187931	659	324	864	527
ENSG00000246061	22	48	68	45
ENSG00000137143	102	79	88	50
ENSG00000109207	1	4	1	3
ENSG00000238587	214	152	98	80
ENSG00000151224	13	1	3	6
ENSG00000137968	853	723	755	893
ENSG00000206211	409	383	238	407
ENSG00000118759	51	64	39	73
ENSG00000165959	153	261	276	371
ENSG00000226226	216	306	159	338
ENSG00000204625	61	135	115	118
ENSG00000197937	347	226	226	495
ENSG00000198590	44	64	124	125
ENSG00000187087	93	64	65	49
ENSG00000233089	18	30	53	35
ENSG00000172642	4570	5252	6266	4603
ENSG00000162117	276	205	194	201
ENSG00000213075	126	166	111	102
ENSG00000247132	309	1082	423	586
ENSG00000234480	104	65	67	42
ENSG00000160794	57	54	56	73
ENSG00000148273	229	600	577	590
ENSG00000238493	774	1132	1351	1110
ENSG00000141337	639	583	634	309
ENSG00000225831	3	8	15	5
ENSG00000109889	86	168	151	112
ENSG00000163049	156	103	221	112
ENSG00000203803	380	472	203	412
ENSG00000186897	12	28	33	17
ENSG00000244115	12	16	13	18
ENSG00000191323	49	127	103	114
ENSG00000233854	52	41	33	17
ENSG00000164502	13	16	30	27
ENSG00000130352	135	206	151	116
ENSG00000184890	1078	1164	1302	1045
ENSG00000146783	599	244	166	188
ENSG00000114053	1357	1227	1520	880
ENSG00000247125	27	21	32	17
ENSG00000185279	420	463	267	909
ENSG00000116520	73	175	142	118
ENSG00000230365	31	22	16	41
ENSG00000107523	78	59	73	70
ENSG00000155567	22	25	34	25
ENSG00000248453	92	122	108	125
ENSG00000244805	54	32	13	39
ENSG00000146663	1918	2387	3197	1153
ENSG00000109793	36	83	25	163
ENSG00000206224	12	8	7	5
ENSG00000114263	130	90	85	98
ENSG00000178415	463	189	320	226
ENSG00000107827	67	105	90	92
ENSG00000210925	658	795	931	546
ENSG00000199100	25	31	16	40
ENSG00000101832	47	17	22	37
ENSG00000163536	2312	2928	3301	2375
ENSG00000197478	160	158	157	115
ENSG00000246606	380	454	716	354
ENSG00000211182	311	481	283	561
ENSG00000120102	422	620	266	331
ENSG00000148587	166	217	175	133
ENSG00000237154	52	112	125	109
ENSG00000204690	1935	1171	1043	1386
ENSG00000242348	56	55	77	66
ENSG00000189961	198	199	170	166
ENSG00000188018	572	585	534	184
ENSG00000177370	72	77	101	89
ENSG00000150378	10	1	7	4
ENSG00000103220	315	203	319	337
ENSG00000104139	398	454	1139	1471
ENSG00000136390	254	183	255	137
ENSG00000110195	3	3	8	8
ENSG00000132084	571	411	533	760
ENSG00000106684	10664	10212	6032	5982
ENSG00000152381	3	14	14	6
ENSG00000207341	1	0	0	0
ENSG00000125596	86	131	100	64
ENSG00000234388	208	219	115	94
ENSG00000238872	707	590	848	746
ENSG00000206479	1584	905	666	817
ENSG00000113463	160	352	193	106
ENSG00000233610	420	373	451	387
ENSG00000150639	447	278	376	289
ENSG00000210433	289	151	261	234
ENSG00000220228	104	191	72	95
ENSG00000185444	114	144	133	70
ENSG00000129566	686	579	599	901
ENSG00000121453	252	467	435	270
ENSG00000189324	93	52	93	140
ENSG00000178623	1888	1388	1178	1448
ENSG00000166113	90	37	29	29
ENSG00000139696	101	127	86	76
ENSG00000144392	236	172	188	153
ENSG00000149072	6	3	5	3
ENSG00000160147	83	43	73	92
ENSG00000179037	290	1047	640	830
ENSG00000227295	756	490	510	487
ENSG00000170414	21	17	9	18
ENSG00000106240	46	23	38	24
ENSG00000184938	20	22	14	24
ENSG00000181888	128	100	129	73
ENSG00000141655	138	165	138	121
ENSG00000156007	14	2	5	5
ENSG00000173370	289	184	164	305
ENSG00000225782	278	285	218	232
ENSG00000127380	150	80	133	155
ENSG00000204391	60	65	78	25
ENSG00000135449	67	124	78	62
ENSG00000196376	6	3	4	2
ENSG00000102497	342	144	325	156
ENSG00000229148	229	147	229	192
ENSG00000216750	219	120	175	93
ENSG00000222764	49	7	14	20
ENSG00000110532	2057	1782	1543	2265
ENSG00000106888	1530	669	1354	1993
ENSG00000249202	3	2	3	2
ENSG00000207348	452	453	392	385
ENSG00000112054	143	143	271	141
ENSG00000220575	0	0	0	2
ENSG00000234802	632	639	322	346
ENSG00000134452	504	422	654	646
ENSG00000231817	642	723	851	607
ENSG00000199744	276	224	192	300
ENSG00000123981	31	34	22	34
ENSG00000118853	48	53	57	27
ENSG00000195986	1353	343	414	215
ENSG00000197337	1274	1152	1630	1636
ENSG00000213121	43	36	78	91
ENSG00000121976	125	64	69	91
ENSG00000117453	948	566	477	706
ENSG00000122248	2	2	4	2
ENSG00000158918	562	298	272	369
ENSG00000118359	75	109	72	74
ENSG00000107302	1	1	0	2
ENSG00000173469	780	953	444	473
ENSG00000209071	36	19	40	34
ENSG00000143428	546	888	735	999
ENSG00000157192	2783	2853	3292	2365
ENSG00000135472	17	11	17	6
ENSG00000225786	12	24	11	6
ENSG00000230370	245	127	141	100
ENSG00000222786	6	3	5	7
ENSG00000246629	695	825	601	440
ENSG00000199170	100	198	181	254
ENSG00000126472	1119	945	1404	1366
ENSG00000210790	5	0	2	5
ENSG00000235954	232	198	233	294
ENSG00000224016	468	245	348	396
ENSG00000225691	5	9	5	3
ENSG00000112780	739	519	318	867
ENSG00000129896	16	17	9	5
ENSG00000212517	223	199	169	197
ENSG00000174298	16	5	6	19
ENSG00000174744	1208	598	548	675
ENSG00000159720	2067	2381	4312	2760
ENSG00000107010	562	215	231	159
ENSG00000109349	151	160	107	203
ENSG00000136766	1119	2495	1338	1634
ENSG00000143979	146	40	78	73
ENSG00000124775	179	134	165	304
ENSG00000201784	701	394	869	599
ENSG00000151236	504	331	267	381
ENSG00000102931	5653	4122	6215	4895
ENSG00000161984	1024	1696	901	1772
ENSG00000129038	9202	6589	4321	10753
ENSG00000195301	176	99	118	203
ENSG00000138094	1240	1203	1325	1866
ENSG00000206452	53	30	13	24
ENSG00000197352	1059	699	1007	618
ENSG00000121153	4293	8904	2544	7391
ENSG00000188432	10221	27954	25722	12432
ENSG00000231942	15	31	27	4
ENSG00000220886	184	118	120	227
ENSG00000148881	1197	726	565	592
ENSG00000177406	48	30	35	43
ENSG00000101045	602	667	563	555
ENSG00000227039	575	400	887	377
ENSG00000213923	61	110	42	61
ENSG00000212246	55	73	48	92
ENSG00000226853	40	34	25	26
ENSG00000137512	253	517	318	265
ENSG00000172372	1784	2136	2097	1706
ENSG00000209266	315	191	307	284
ENSG00000126482	61108	51512	32518	43854
ENSG00000188903	13	9	9	16
ENSG00000197890	61	34	54	80
ENSG00000223054	611	637	807	564
ENSG00000138531	12	11	18	12
ENSG00000213517	374	333	410	405
ENSG00000224750	579	1338	1110	746
ENSG00000141695	218	245	219	199
ENSG00000195690	86	62	71	112
ENSG00000234158	670	502	851	983
ENSG00000163373	379	399	217	345
ENSG00000120693	502	977	597	571
ENSG00000228936	798	281	522	945
ENSG00000202069	95	40	47	43
ENSG00000230778	40	11	17	26
ENSG00000224289	70	81	55	66
ENSG00000207143	322	247	131	383
ENSG00000110901	75	115	61	125
ENSG00000108747	987	1346	1269	1062
ENSG00000247023	681	236	324	423
ENSG00000112818	1213	1350	1087	1267
ENSG00000101260	198	96	175	208
ENSG00000178528	42	46	37	32
ENSG00000246919	318	950	1106	1198
ENSG00000118234	519	905	585	505
ENSG00000221441	72	54	43	22
ENSG00000206728	72	93	86	70
ENSG00000109103	54166	38348	40881	32268
ENSG00000223457	0	3	0	0
ENSG00000140300	2085	2270	1658	1107
ENSG00000179068	290	211	169	377
ENSG00000153053	249	178	153	185
ENSG00000110222	108	129	92	100
ENSG00000154336	89	71	45	49
ENSG00000195760	18648	18670	17366	11260
ENSG00000116175	67	50	68	49
ENSG00000234253	125	83	45	86
ENSG00000167044	331	681	1330	889
ENSG00000133890	229	258	438	515
ENSG00000159424	179	122	193	139
ENSG00000143891	91	130	104	88
ENSG00000234431	11	5	11	19
ENSG00000107197	645	667	1766	1269
ENSG00000236550	32	20	21	31
ENSG00000133219	5	3	2	2
ENSG00000230971	634	1002	1310	1236
ENSG00000143164	669	966	410	642
ENSG00000190715	290	184	253	236
ENSG00000160864	63	35	69	56
ENSG00000116535	1943	1929	1596	1226
ENSG00000113504	28	29	26	26
ENSG00000189412	2	0	2	2
ENSG00000192138	225	132	171	262
ENSG00000189404	945	825	636	593
ENSG00000122307	633	444	452	333
ENSG00000137327	5389	14480	10054	7203
ENSG00000195009	510	1392	1433	557
ENSG00000230355	69	59	106	159
ENSG00000113714	124	83	91	125
ENSG00000246312	933	1191	743	836
ENSG00000158245	106	156	216	114
ENSG00000177853	147	84	109	107
ENSG00000142207	5	3	9	3
ENSG00000113452	96	59	159	50
ENSG00000203895	9	22	9	10
ENSG00000242196	298	316	172	325
ENSG00000222184	246	161	310	266
ENSG00000247585	464	505	501	696
ENSG00000125644	3784	5725	6276	5685
ENSG00000186031	113	130	133	141
ENSG00000177932	2222	3332	2035	2180
ENSG00000219082	18	15	19	13
ENSG00000173926	353	242	303	238
ENSG00000105443	1180	709	941	884
ENSG00000218178	8443	3619	4328	10345
ENSG00000229615	21	9	22	17
ENSG00000207249	54	36	75	41
ENSG00000211896	226	325	97	142
ENSG00000205028	77	96	160	100
ENSG00000123964	22	28	22	32
ENSG00000188321	2	2	2	10
ENSG00000112528	12	10	9	23
ENSG00000244784	158	54	147	105
ENSG00000109554	13	9	14	14
ENSG00000181454	4568	4421	2333	7683
ENSG00000104027	912	2570	822	2234
ENSG00000106469	0	0	4	4
ENSG00000220388	52	80	54	44
ENSG00000206406	1071	2833	2043	2329
ENSG00000222692	3907	5155	1676	2422
ENSG00000247319	1165	1572	1381	1202
ENSG00000124227	5	12	13	7
ENSG00000227377	60	87	81	79
ENSG00000169565	1288	2775	2509	1916
ENSG00000203014	132	192	179	138
ENSG00000175949	45	36	42	65
ENSG00000159784	569	611	413	537
ENSG00000192665	1764	758	1666	1181
ENSG00000219085	248	122	283	364
ENSG00000124234	685	213	336	560
ENSG00000130549	1496	1738	1313	538
ENSG00000225582	27	31	42	62
ENSG00000249346	25	24	30	26
ENSG00000245373	1000	844	506	827
ENSG00000210371	8	13	7	10
ENSG00000175282	409	320	232	459
ENSG00000182976	37	22	37	29
ENSG00000120558	746	1061	993	703
ENSG00000178119	8	8	18	14
ENSG00000212332	1119	905	2192	1726
ENSG00000190917	241	303	205	182
ENSG00000231044	79	131	55	79
ENSG00000230849	16	29	34	33
ENSG00000213867	105	179	115	129
ENSG00000145891	36	44	16	38
ENSG00000176635	11	14	30	17
ENSG00000240473	1534	1883	1220	1368
ENSG00000237099	789	334	344	484
ENSG00000215022	1346	1088	2024	2300
ENSG00000120075	12	7	9	8
ENSG00000141526	2	4	3	3
ENSG00000216684	0	12	5	4
ENSG00000142039	844	595	826	388
ENSG00000228799	539	689	624	787
ENSG00000206981	7	7	5	6
ENSG00000247892	799	734	1167	1135
ENSG00000200610	70	56	92	75
ENSG00000139584	18	25	15	22
ENSG00000155779	96	239	135	39
ENSG00000175389	427	602	291	315
ENSG00000231506	102	152	72	141
ENSG00000158586	126	137	130	128
ENSG00000124946	41	44	22	24
ENSG00000151360	15	1	7	9
ENSG00000170939	71	22	53	50
ENSG00000168097	3	10	13	2
ENSG00000116567	1141	550	803	445
ENSG00000150840	60	52	33	28
ENSG00000236198	2871	1437	2564	2961
ENSG00000247081	11	9	8	4
ENSG00000221139	5280	3803	2287	3488
ENSG00000184753	51	10	24	24
ENSG00000184812	16	25	10	27
ENSG00000246403	246	334	325	244
ENSG00000233169	934	1090	683	1002
ENSG00000224845	213	99	93	171
ENSG00000215420	52	62	66	73
ENSG00000147349	12755	4357	4271	8841
ENSG00000218275	484	457	400	313
ENSG00000174071	11	13	12	13
ENSG00000101649	93	110	65	56
ENSG00000139031	3417	4074	7321	3979
ENSG00000175693	268	365	277	176
ENSG00000217408	991	892	986	563
ENSG00000238242	8061	7017	10712	7680
ENSG00000223965	55	44	26	62
ENSG00000239232	307	375	472	252
ENSG00000199426	60	102	41	49
ENSG00000167774	131	171	110	139
ENSG00000237155	354	363	411	366
ENSG00000173351	6	11	6	11
ENSG00000203630	332	194	174	205
ENSG00000133222	142	192	152	311
ENSG00000116607	1649	884	1403	888
ENSG00000178328	52	62	60	29
ENSG00000214961	13	9	5	8
ENSG00000121528	483	311	332	220
ENSG00000161618	23	25	17	22
ENSG00000203582	95	195	323	171
ENSG00000158560	627	412	321	500
ENSG00000128418	46	26	26	19
ENSG00000140444	107	93	89	115
ENSG00000178030	28	18	16	11
ENSG00000237504	1	0	2	1
ENSG00000134281	8	14	4	12
ENSG00000157971	3	1	2	3
ENSG00000103781	121	205	156	143
ENSG00000243737	9	15	23	10
ENSG00000241669	86	136	47	89
ENSG00000146519	216	125	140	135
ENSG00000169498	1872	2277	1386	1709
ENSG00000114988	90	76	79	101
ENSG00000239878	28	54	57	88
ENSG00000105754	746	245	403	369
ENSG00000249222	3171	4148	3222	2386
ENSG00000162435	186	251	186	133
ENSG00000171099	365	190	498	204
ENSG00000247256	59	68	92	165
ENSG00000220444	34	25	35	35
ENSG00000146268	8	2	2	5
ENSG00000186775	180	189	99	75
ENSG00000177313	66	39	178	107
ENSG00000206411	74	58	89	126
ENSG00000132971	4981	7493	5590	8183
ENSG00000133533	49	72	54	45
ENSG00000116690	240	247	291	180
ENSG00000245204	70	92	30	71
ENSG00000159506	1285	2738	2353	877
ENSG00000218917	132	153	75	60
ENSG00000159597	5156	5662	6458	7958
ENSG00000158301	93	91	36	62
ENSG00000171123	957	966	1301	612
ENSG00000229304	907	1018	342	1006
ENSG00000140473	64	94	154	116
ENSG00000234616	777	691	1445	820
ENSG00000226924	235	149	203	194
ENSG00000179149	23	8	27	68
ENSG00000198638	37	59	69	62
ENSG00000120862	544	373	310	204
ENSG00000224841	4231	3882	3560	5245
ENSG00000167954	48	48	55	39
ENSG00000185051	821	411	762	345
ENSG00000209990	28	31	43	31
ENSG00000113002	291	268	247	263
ENSG00000142848	31	6	9	10
ENSG00000151991	22	20	35	15
ENSG00000143442	114	156	162	109
ENSG00000119226	31	39	33	23
ENSG00000117641	116	80	84	61
ENSG00000169717	720	1498	1394	723
ENSG00000173723	162	46	131	164
ENSG00000191240	64	37	24	41
ENSG00000202769	14	9	8	18
ENSG00000101105	43	28	70	35
ENSG00000235701	1543	966	914	1919
ENSG00000182917	120	71	117	127
ENSG00000104256	148	153	69	113
ENSG00000238166	440	1016	484	359
ENSG00000206810	730	860	622	492
ENSG00000186286	884	1127	1270	1273
ENSG00000111110	88	55	50	47
ENSG00000104404	24	20	20	29
ENSG00000241056	4	8	2	4
ENSG00000103182	56	32	68	39
ENSG00000242408	126	50	61	36
ENSG00000131007	1198	1030	357	513
ENSG00000177891	685	267	260	352
ENSG00000176929	48	72	67	35
ENSG00000136433	764	511	1283	417
ENSG00000170697	9	14	13	4
ENSG00000222973	22	16	14	14
ENSG00000119708	9	10	14	9
ENSG00000192084	16	20	16	14
ENSG00000102413	66	99	48	145
ENSG00000151482	41	20	25	21
ENSG00000236702	38	36	20	21
ENSG00000232579	2228	2290	978	2450
ENSG00000167971	7	5	5	10
ENSG00000164112	18	16	25	16
ENSG00000204079	93	55	101	65
ENSG00000230051	401	448	331	684
ENSG00000178132	191	315	542	364
ENSG00000126639	61	65	56	61
ENSG00000220106	45	31	73	64
ENSG00000124683	60	64	97	117
ENSG00000119486	729	523	864	766
ENSG00000173639	24	25	22	16
ENSG00000171013	3	3	0	4
ENSG00000117334	216	247	230	139
ENSG00000209663	21	10	8	27
ENSG00000138691	117	130	114	108
ENSG00000226755	1466	1600	3046	2361
ENSG00000120667	226	189	105	198
ENSG00000233270	7166	8118	6695	6883
ENSG00000113596	7	6	5	4
ENSG00000140835	366	275	222	374
ENSG00000187232	367	277	398	424
ENSG00000221006	1053	532	822	919
ENSG00000110352	52	43	17	20
ENSG00000166626	227	220	148	173
ENSG00000193370	154	86	184	133
ENSG00000160088	105	256	222	219
ENSG00000112213	9	4	3	7
ENSG00000215730	5	5	8	4
ENSG00000187983	430	380	282	543
ENSG00000206984	359	231	225	289
ENSG00000135956	374	158	104	127
ENSG00000243847	829	365	628	356
ENSG00000151922	1361	1402	1744	1769
ENSG00000172488	19	12	11	12
ENSG00000105170	666	742	1040	1194
ENSG00000153080	2274	2274	4366	2619
ENSG00000141080	1280	1546	1079	1232
ENSG00000122744	442	644	686	227
ENSG00000243487	377	447	705	876
ENSG00000206177	8	6	8	0
ENSG00000137099	48	84	48	52
ENSG00000113784	2454	1199	981	1565
ENSG00000184242	5437	2877	3181	3048
ENSG00000220174	332	429	676	407
ENSG00000111798	66	49	47	46
ENSG00000210944	99	94	82	96
ENSG00000108858	620	678	685	935
ENSG00000221263	4373	13735	14190	4806
ENSG00000127506	945	599	1103	782
ENSG00000202744	41	44	19	67
ENSG00000134979	426	560	385	693
ENSG00000219031	290	346	470	517
ENSG00000211179	50658	20689	12700	30995
ENSG00000164296	731	638	677	455
ENSG00000118229	193	167	187	196
ENSG00000225134	98	160	109	202
ENSG00000186516	8	11	14	5
ENSG00000224295	24	28	17	14
ENSG00000114876	83	66	67	28
ENSG00000185341	57	43	44	22
ENSG00000139567	604	83	145	176
ENSG00000242848	289	151	277	124
ENSG00000172577	769	1062	956	1555
ENSG00000121919	5998	4583	3232	2353
ENSG00000103736	223	170	303	137
ENSG00000243738	152	155	92	250
ENSG00000114315	2	2	8	1
ENSG00000139853	394	341	418	280
ENSG00000157801	773	746	754	646
ENSG00000175143	38	32	39	50
ENSG00000117026	75	79	71	41
ENSG00000239454	58	18	34	57
ENSG00000102995	1623	1526	703	2074
ENSG00000127297	982	594	581	436
ENSG00000121358	3811	2261	2227	1772
ENSG00000240385	23	14	19	20
ENSG00000241006	20971	28117	45438	27364
ENSG00000106813	32	22	47	27
ENSG00000149736	16	9	28	26
ENSG00000122188	246	300	233	176
ENSG00000190801	43	76	32	97
ENSG00000190294	4014	3710	6940	5219
ENSG00000133241	83	69	92	88
ENSG00000117505	33	45	37	30
ENSG00000102745	965	2221	2011	993
ENSG00000162900	1385	2573	1422	1559
ENSG00000108197	39	28	56	28
ENSG00000172793	54	84	40	86
ENSG00000116593	33	26	61	134
ENSG00000181356	87	92	124	63
ENSG00000242741	2865	5702	3760	2791
ENSG00000102753	1597	1553	1140	1843
ENSG00000207523	1561	1186	909	1586
ENSG00000249400	2484	1297	1726	2100
ENSG00000111229	120	173	183	172
ENSG00000128143	1050	1184	609	686
ENSG00000164648	192	197	97	97
ENSG00000230989	18	26	23	37
ENSG00000230658	9046	2897	3865	5615
ENSG00000136492	2	4	10	10
ENSG00000169657	104	166	207	189
ENSG00000184144	41	39	67	46
ENSG00000248395	13	8	3	15
ENSG00000245649	28	41	40	69
ENSG00000206184	228	167	164	193
ENSG00000183063	400	491	485	398
ENSG00000155997	13	17	19	27
ENSG00000157409	580	721	445	646
